Source,Filename,Bedreiging,Categorie,Citaat
open_overheid,15,Tekortkomingen in het onderwijs kunnen leiden tot sanctionering.,Sociaal & Maatschappelijk,"Als de school ondanks meerdere mogelijkheden tot herstel in gebreke blijft, zal sprake zijn van sanctionering en zo nodig melding bij de minister."
open_overheid,15,Discriminatie en onverdraagzaamheid in de omgeving van leerlingen.,Sociaal & Maatschappelijk,"Als daarvan sprake zou kunnen zijn, is het van belang dat scholen in een preventief en proactief aanbod gericht op bevordering van basiswaarden inspelen."
open_overheid,15,Radicalisering van jongeren.,Sociaal & Maatschappelijk,"Wat te doen bij vermoedens van radicalisering, informatie delen, verbinding maken met jongeren met extreme idealen."
open_overheid,15,Gewelddadige radicalisering.,Gezondheid,Wat nodig is om veerkrachtige identiteitsvorming mogelijk te maken die beschermt tegen gewelddadige radicalisering.
open_overheid,15,Polarisatie in de samenleving.,Sociaal & Maatschappelijk,"Ondersteuningsbehoeften gemeenten hebben, op het vlak van inclusie, polarisatie, problematisch gedrag, ondermijningsgedrag, radicalisering en (gewelddadig) extremisme."
open_overheid,15,Professionele eenzaamheid van professionals in het onderwijs- en jeugd- en jongerendomein.,Sociaal & Maatschappelijk,Belangrijke aandachtspunten tijdens deze bijeenkomsten zijn het voorkomen van professionele eenzaamheid van professionals in het onderwijs- en jeugd- en jongerendomein.
open_overheid,15,Radicalisering binnen de samenleving.,Sociaal & Maatschappelijk,‘toolkit evidence based werken preventie radicalisering’
open_overheid,15,Verlies van sociale cohesie in het onderwijs.,Sociaal & Maatschappelijk,actief burgerschap en sociale cohesie te bevorderen.
open_overheid,15,Onvoldoende kennis van basiswaarden van de democratische rechtsstaat.,Sociaal & Maatschappelijk,kennis en respect voor de basiswaarden van de democratische rechtstaat
open_overheid,15,Afwezigheid van onderling verdraagzame houding onder leerlingen.,Sociaal & Maatschappelijk,een onderling verdraagzame houding te ontwikkelen.
open_overheid,15,Problemen in de samenwerking tussen overheid en moslimgemeenschappen.,Sociaal & Maatschappelijk,samenwerking tussen overheid en koepelorganisaties te versterken
open_overheid,15,Ongewenste buitenlandse financiering van radicale groepen.,Sociaal & Maatschappelijk,problematisch gedrag en ongewenste buitenlandse financiering
open_overheid,16,Desinformatie ondermijnt de democratie.,Sociaal & Maatschappelijk,De verspreiding van desinformatie met als doel de democratische rechtsorde te ondermijnen en destabiliseren is een reële dreiging.
open_overheid,16,Heimelijke beïnvloeding van de publieke opinie door statelijke actoren.,Geopolitiek & militair,de inzet van het kabinet is daarbij gericht op het tegengaan van heimelijke beïnvloeding van de publieke opinie door statelijke actoren.
open_overheid,16,Manipulatie van beeld en geluid door nieuwe technologie zoals artificiële intelligentie.,Technologisch & digitaal,"zorgelijke ontwikkelingen die kunnen ontstaan door de inzet van nieuwe technologie zoals artificiële intelligentie, bijvoorbeeld bij manipulatie van beeld en geluid."
open_overheid,16,Verdringing van kwaliteitsnieuws door digitalisering van de nieuwsvoorziening.,Economisch,"de risico’s van de digitalisering van de nieuwsvoorziening zoals verdringing van kwaliteitsnieuws, verschraling van het nieuwsaanbod, verdunning van de mediasector."
open_overheid,16,Onzekerheid over de betrouwbaarheid van informatie op internet.,Sociaal & Maatschappelijk,‘30 procent van de respondenten zich zorgen maakt over wat echt en wat nep is op internet.’
open_overheid,17,Uithuwelijking als een vorm van geweld tegen individuen.,Sociaal & Maatschappelijk,de mogelijke dreiging van uithuwelijking
open_overheid,17,Eergerelateerd geweld als een vorm van geweld tegen individuen.,Sociaal & Maatschappelijk,eergerelateerd geweld
open_overheid,18,Vrouwelijke genitale verminking vormt een risico voor duizenden meisjes in Amsterdam.,Sociaal & Maatschappelijk,duizenden meisjes in Amsterdam het risico lopen slachtoffer te worden van vrouwelijke genitale verminking (VGV)
open_overheid,18,Circa 20.000 vrouwen in Amsterdam hebben al vrouwelijke genitale verminking ondergaan.,Sociaal & Maatschappelijk,circa 20.000 vrouwen in de hoofdstad al VGV zijn ondergaan
open_overheid,18,De wereldwijde toename van vrouwelijke genitale verminking heeft impact op de situatie in Nederland.,Sociaal & Maatschappelijk,"VGV wereldwijd toeneemt, zoals Unicef stelt"
open_overheid,18,Er is een gebrek aan preventieve maatregelen tegen vrouwelijke genitale verminking.,Sociaal & Maatschappelijk,Acht u dat voldoende?
open_overheid,18,Er is behoefte aan extra middelen voor bewustwording en preventie van vrouwelijke genitale verminking.,Sociaal & Maatschappelijk,Bent u bereid extra middelen vrij te maken om bewustwording en preventie te versterken
open_overheid,20,De jihadistische dreiging blijft de voornaamste terroristische dreiging tegen Nederland.,Geopolitiek & militair,De jihadistische dreiging vormt nog steeds de voornaamste terroristische dreiging tegen Nederland.
open_overheid,20,De dreiging van aanslagen is nog steeds reëel.,Geopolitiek & militair,Het dreigingsniveau blijft in deze periode gehandhaafd op niveau vier op een schaal van vijf. De dreiging van aanslagen is nog steeds reëel.
open_overheid,20,De problematiek rondom terugkeerders vormt een lange termijndreiging.,Geopolitiek & militair,"Van de terugkeer van Syrië- en Irakstrijders naar Europa, of de mogelijke relocatie van strijders naar andere gebieden, gaat een lange termijndreiging uit."
open_overheid,20,De dreiging van rechts-terrorisme blijft een factor in diverse Europese landen.,Geopolitiek & militair,"De dreiging van rechts-terrorisme blijft een factor in diverse Europese landen, zoals recent de aanslag op migranten in Italië."
open_overheid,20,Intimidatie en buitenwettelijke acties van extremistische groepen zijn een zorg.,Sociaal & Maatschappelijk,maar moet er aanhoudend rekening worden gehouden met intimiderende en buitenwettelijke acties van zowel links- als rechts extremisme.
open_overheid,20,De noodzaak voor blijvende aandacht en inzet tegen extremisme en terrorisme is essentieel.,Geopolitiek & militair,Nederland moet nog steeds rekening houden met een langdurige inzet om extremisme en terrorisme tegen te gaan.
open_overheid,21,De dreiging van terroristische aanslagen door ISIS.,Geopolitiek & militair,ISIS heeft na de val van het ‘kalifaat’ (2019) de capaciteiten voor aanslagen.
open_overheid,21,De aanhoudende hoge dreiging van jihadisme in Europa.,Geopolitiek & militair,De aanhoudende hoge dreiging van het jihadisme wordt geïllustreerd door de toename van het aantal jihadis>sche aanslagen en arresta>es in Europa.
open_overheid,21,De snelle online radicalisering van jongeren neemt toe.,Sociaal & Maatschappelijk,De snelheid waarmee sommige kinderen en jongeren online radicaliseren is zorgelijk.
open_overheid,21,De dreiging van alleenhandelende daders geïnspireerd door ISIS.,Geopolitiek & militair,Daarnaast zijn er in Europa nog steeds aanslagen door alleenhandelende daders die geïnspireerd zijn door ISIS.
open_overheid,21,De geweldsdreiging van soevereinen in Nederland.,Geopolitiek & militair,Ondanks de arrestaties gaat er nog steeds een geweldsdreiging uit van de kleine groep geweldsbereide soevereinen.
open_overheid,21,De actiebereidheid van extremistische groepen.,Geopolitiek & militair,ze zijn meer actiebereid: ze delen niet alleen ideeën online maar willen elkaar ook in persoon ontmoeten en activiteiten ondernemen.
open_overheid,21,De radicalisering van jongeren tot jihadisten.,Sociaal & Maatschappelijk,een 12-jarige jongen op verdenking van 'criminele samenzwe ring met het oog op het plegen van terroris>sche daden'.
open_overheid,21,De groei van politiek radicaal-rechts met een anti-islam agenda.,Sociaal & Maatschappelijk,de groei van poli>ek radicaal-rechts met een an>-islam agenda.
open_overheid,21,De mogelijkheid van sabotageacties door links-extremisten in Nederland.,Sociaal & Maatschappelijk,wat mogelijk kan leiden tot sabotageacties of andere vormen van verharding.
open_overheid,21,De verspreiding van complottheorieën die leiden tot bedreiging en intimidatie van professionals zoals politici en journalisten.,Sociaal & Maatschappelijk,"de verspreiding van complo^heorieën, mis- en desinforma>e draagt er aan bij dat onder meer poli>ci, wetenschappers en journalisten te maken krijgen met bedreiging, in>mida>e en geweld."
open_overheid,22,Onvoldoende toezicht op gegevensverwerking.,Technologisch & digitaal,de Minister aangeeft dat toezicht en bescherming van gegevensverwerking bij de Wet beveiliging netwerk- en informatiesystemen (36 084) voldoende is vormgegeven;
open_overheid,22,Onvoldoende bescherming van niet-vitale aanbieders.,Technologisch & digitaal,de netwerk- en informatiesystemen van niet-vitale aanbieders te verstrekken aan deze aanbieders
open_overheid,23,Onvoldoende beveiliging en privacybescherming van schakelorganisaties.,Gezondheid,de Afdeling Advisering van de Raad van State van mening is dat in het wetsvoorstel onvoldoende wettelijk is gewaarborgd dat schakelorganisaties het vereiste niveau van beveiliging en privacybescherming hebben op het moment dat zij worden aangewezen.
open_overheid,23,Verlies van continuïteit van dienstverlening door niet-vitale aanbieders.,Sociaal & Maatschappelijk,de continuïteit van hun dienstverlening wordt namelijk niet in dezelfde mate van belang geacht voor de Nederlandse samenleving.
open_overheid,23,Digitale dreigingen en incidenten voor vitale aanbieders.,Technologisch & digitaal,de Minister van Justitie en Veiligheid is op basis van de Wbni belast met het verlenen van bijstand aan vitale aanbieders en rijksoverheidsorganisaties bij digitale dreigingen en incidenten.
open_overheid,23,Onvoldoende informatievoorziening aan aanbieders.,Technologisch & digitaal,Het is echter primair van belang dat andere aanbieders de voor hen relevante informatie ontvangen.
open_overheid,23,Afhankelijkheid van schakelorganisaties voor informatie.,Technologisch & digitaal,Voor zover andere aanbieders zijn aangesloten bij een schakelorganisatie weten zij uiteraard dat zij zich bij die organisatie voor die informatie kunnen vervoegen
open_overheid,23,Onvoldoende toezicht op de naleving van verplichtingen door schakelorganisaties.,Sociaal & Maatschappelijk,Het verbaast de leden de GroenLinks-fractie dat er geen sprake zou zijn van toezicht op en handhaving van de naleving van verplichtingen.
open_overheid,23,Onzekerheid over verantwoordelijkheden bij cyberdreigingen.,Technologisch & digitaal,kan er met deze wetswijziging onduidelijkheid ontstaan voor «andere aanbieders» over waar ze terecht moeten wanneer er een cyberdreiging is?
open_overheid,23,Risico op onvoldoende beveiligingsmaatregelen bij niet-vitale aanbieders.,Technologisch & digitaal,deze andere aanbieders zijn zelf primair verantwoordelijk om voldoende beveiligingsmaatregelen met betrekking tot hun netwerk- en informatiesystemen te treffen
open_overheid,23,Mogelijke schending van de AVG bij verwerking van persoonsgegevens door OKTT's.,Sociaal & Maatschappelijk,"Op de verwerking van persoonsgegevens door OKTT’s, na de ontvangst daarvan van het NCSC, is inderdaad de AVG van toepassing."
open_overheid,23,Geen strafrechtelijke vervolging van partijen verantwoordelijk voor cyberaanvallen.,Geopolitiek & militair,Dit wetsvoorstel regelt niet de strafrechtelijke vervolging van plegers van cyberaanvallen.
open_overheid,24,Digitale aanvallen op niet-vitale aanbieders.,Technologisch & digitaal,Er is in toenemende mate sprake van (geslaagde) digitale aanvallen op andere aanbieders.
open_overheid,24,Kwetsbaarheid van netwerk- en informatiesystemen.,Technologisch & digitaal,"Indien die informatie niet bij andere aanbieders bekend raakt, kan dit tot gevolg hebben dat één of meer van hun netwerk- en informatiesystemen kwetsbaar blijven."
open_overheid,24,Risico op succesvolle installatie van gijzelsoftware.,Technologisch & digitaal,Hierdoor bestaat een vergroot risico op bijvoorbeeld het door derden succesvol installeren van gijzelsoftware (ransomware) waarmee bestanden worden versleuteld.
open_overheid,24,Binnendringen van systemen door derden.,Technologisch & digitaal,Een ander risico is bijvoorbeeld het door derden binnendringen van de systemen om kennis te nemen van de daarin aanwezige gegevens of om deze te wijzigen.
open_overheid,24,Onvoldoende informatievoorziening aan aanbieders.,Technologisch & digitaal,"""In die gevallen is het niet mogelijk om die andere aanbieders in het bezit te laten komen van voor hen relevante dreigings- of incidentinformatie."""
open_overheid,24,Risico op sabotage van de vaccinatieketen.,Gezondheid,"""Risico’s voor de dienstverlening van deze aanbieders (zoals sabotage of uitval van de logistieke processen in de vaccinatieketen) in stand bleven."""
open_overheid,24,Maatschappelijke gevolgen door gebrek aan informatie.,Sociaal & Maatschappelijk,"""De continuïteit van hun dienstverlening kan hierdoor in gevaar komen, met alle mogelijke nadelige maatschappelijke gevolgen van dien."""
open_overheid,24,Afhankelijkheid van OKTT's voor informatie over kwetsbare systemen.,Technologisch & digitaal,Zonder die informatie weten zij niet dat ze kwetsbaar zijn en kunnen zij hier geen maatregelen tegen treffen.
open_overheid,24,Onvoldoende technische en organisatorische beveiligingsmaatregelen bij organisaties.,Technologisch & digitaal,of de organisatie voldoende technische en organisatorische beveiligingsmaatregelen met betrekking tot de netwerk- en informatiesystemen heeft genomen.
open_overheid,24,Onvoldoende transparantie bij het delen van dreigingsinformatie.,Sociaal & Maatschappelijk,FERM bezwaren in het niet transparant zijn van de «bijzonderheid» van de gevallen.
open_overheid,24,Risico op onvoldoende vertrouwelijke omgang met gegevens.,Gezondheid,aanwijzingen zijn voor bijvoorbeeld een onvoldoende vertrouwelijke omgang door een schakelorganisatie met gegevens.
open_overheid,24,Verlies van vertrouwelijkheid bij het delen van herleidbare gegevens.,Sociaal & Maatschappelijk,"""het delen van vertrouwelijke tot aanbieders herleidbare gegevens met instemming van de betrokken aanbieder reeds mogelijk is."""
open_overheid,24,Risico op continuïteit van dienstverlening van aanbieders.,Economisch,aanzienlijke gevolgen heeft of kan hebben voor de continuïteit van de dienstverlening van de aanbieder.
open_overheid,25,De uitbreiding van de bevoegdheid van de Minister van Justitie en Veiligheid om dreigings- en incidentinformatie te verstrekken.,Technologisch & digitaal,de uitbreiding van de bevoegdheid van de Minister van Justitie en Veiligheid om dreigings- en incidentinformatie over de netwerk- en informatiesystemen van niet-vitale aanbieders te verstrekken
open_overheid,26,Vrouwelijke genitale verminking (VGV) vormt een risico voor duizenden meisjes in Amsterdam.,Sociaal & Maatschappelijk,duizenden meisjes in Amsterdam het risico lopen slachtoffer te worden van vrouwelijke genitale verminking (VGV)
open_overheid,26,Circa 20.000 vrouwen in Amsterdam hebben al vrouwelijke genitale verminking ondergaan.,Sociaal & Maatschappelijk,circa 20.000 vrouwen in de hoofdstad al VGV zijn ondergaan
open_overheid,26,Er is een gebrek aan voldoende preventieve maatregelen tegen VGV.,Sociaal & Maatschappelijk,Acht u dat voldoende?
open_overheid,27,Onvoldoende beveiliging van netwerken en informatiesystemen van andere aanbieders.,Technologisch & digitaal,"""De Wet beveiliging netwerk- en informatiesystemen voorziet echter lang nog niet altijd in de bevoegdheid om die data aan die schakelorganisaties of direct aan de andere aanbieders te verstrekken."""
open_overheid,27,Risico op maatschappelijke ontwrichting door uitval van niet-vitale aanbieders.,Sociaal & Maatschappelijk,"""Als hun dienstverlening uitvalt, dan is dat in grotere mate maatschappelijk ontwrichtend dan wanneer dat gebeurt met de dienstverlening van een niet-vitale aanbieder of diens schakelorganisatie."""
open_overheid,27,Onzekerheid over de afbakening van de groep 'andere aanbieders'.,Geopolitiek & militair,"""Volt meent dat het begrip 'andere aanbieders' erg ruim is."""
open_overheid,27,Mogelijke overlap of tegenwerking tussen het Nationaal Cyber Security Centrum en het Digital Trust Center.,Technologisch & digitaal,"""De SP wijst erop dat er mogelijk dubbel werk wordt gedaan, werk blijft liggen of dat deze organisaties elkaar zelfs tegenwerken."""
open_overheid,27,Ontbreken van beveiligingsverplichtingen voor OKTT’s.,Technologisch & digitaal,"""waarom er in de Wet beveiliging netwerk- en informatiesystemen geen beveiligingsverplichtingen worden opgenomen voor OKTT’s."""
open_overheid,27,Vertraging in informatieverstrekking over digitale dreigingen door het Nationaal Cyber Security Centrum.,Technologisch & digitaal,het Nationaal Cyber Security Centrum dreigings- en incidentinformatie die relevant is voor andere aanbieders in ruimere mate bij hen terecht kan laten komen.
open_overheid,27,Verhoogde vraag naar informatie over digitale dreigingen na de oorlog in Oekraïne.,Geopolitiek & militair,Na de uitbraak van de oorlog in Oekraïne hebben meerdere organisaties zich gemeld bij het Nationaal Cyber Security Centrum met het verzoek om informatie over digitale dreigingen te delen.
open_overheid,28,Onvoldoende beveiliging van netwerk- en informatiesystemen van niet-vitale aanbieders.,Technologisch & digitaal,dreigings- en incidentinformatie over de netwerk- en informatiesystemen van niet-vitale aanbieders
open_overheid,28,Vertraging in de verspreiding van dreigings- en incidentinformatie.,Technologisch & digitaal,de inwerkingtreding van deze wet op een eerder moment dan 1 januari 2023 kan namelijk zulke ongewenste private of publieke nadelen voorkomen
open_overheid,28,Risico op digitale dreigingen door gebrek aan informatie.,Technologisch & digitaal,waarmee zij digitale dreigingen kunnen voorkomen en de gevolgen van digitale incidenten kunnen beperken
open_overheid,29,De militaire dreiging van Rusland voor Nederland.,Geopolitiek & militair,Rusland vormt een acute bedreiging voor de veiligheid van Europa en ook Nederland.
open_overheid,29,De hybride dreiging van Rusland tegen het democratische proces in het Westen.,Geopolitiek & militair,Rusland probeert de Europese veiligheidsstructuren ingrijpend te wijzigen door de NAVO en de EU te ondermijnen.
open_overheid,29,De hybride dreiging van China op het gebied van spionage.,Economisch,Chinese actoren hanteren een breed palet aan activiteiten om in de Chinese inlichtingenbehoefte te voorzien.
open_overheid,29,De dreiging van fysieke sabotage van vitale infrastructuur.,Geopolitiek & militair,Actoren bereid zijn om daadwerkelijk tot fysieke sabotage over te gaan.
open_overheid,29,Digitale sabotage met grote impact op de Nederlandse samenleving.,Technologisch & digitaal,Van alle cyberdreigingen heeft digitale sabotage potentieel de grootste impact op de Nederlandse samenleving.
open_overheid,29,Afhankelijkheid van staten die een bedreiging vormen voor Nederland.,Economisch,Zulke risicovolle strategische afhankelijkheden kunnen ertoe leiden dat Nederland kwetsbaar wordt voor politieke of economische dwang.
open_overheid,30,De terroristische dreiging vanuit jihadistische organisaties is toegenomen.,Geopolitiek & militair,de terroristische dreiging het afgelopen half jaar wel toegenomen.
open_overheid,30,Nederland wordt expliciet genoemd als doelwit door jihadistische groeperingen.,Geopolitiek & militair,Nederland als doelwit als vergelding voor recente koranvernielingen in ons land.
open_overheid,30,Aanslagen vanuit rechts-extremistische hoek zijn voorstelbaar.,Geopolitiek & militair,een terroristische aanslag vanuit rechts-extremistische hoek blijft voorstelbaar.
open_overheid,30,De dreiging van anti-institutioneel extremisme kan de democratische rechtsorde ondermijnen.,Sociaal & Maatschappelijk,op langere termijn kan anti-institutioneel extremisme de democratische rechtsorde ondermijnen.
open_overheid,30,"De Afghaanse tak van ISIS, ISKP, vormt een groeiende terroristische dreiging richting het Westen.",Geopolitiek & militair,"Vanuit de lokale ISIS-tak in Afghanistan, de Islamitische Staat – Khorasan Provincie (ISKP), gaat een groeiende terroristische dreiging uit richting het Westen."
open_overheid,30,De aanwezigheid van ISIS-aanhangers in Europa vergroot de kans op aanslagen.,Geopolitiek & militair,In Europa en in Nederland verblijven ISIS-aanhangers die onderdeel uitmaken van transnationale netwerken.
