Source,Filename,Oorzaak,Gevolg,Citaat
tno,188,Onjuiste overlap tussen geologische eenheden.,Wijzigingen in de geometrieën van zandige eenheden.,De geautomatiseerde procedure waarmee de afleiding is gedaan bevat een fout die leidde tot de geconstateerde overlap.
tno,188,Afwijkingen in de sequentie van geologische eenheden.,Wijzigingen in de geometrieën van zandige eenheden.,De twee afwijkingen hebben alleen betrekking op de geometrie en de parametrisatie van de afgeleide zandlagen.
tno,188,Kwaliteitsproblemen van hydrogeologische modellen.,Mogelijke fouten in interpretaties van het model door gebruikers.,In dat geval heeft de gebruiker de mogelijkheid een terugmelding doen.
tno,189,Ongelijke verdeling van de lasten van afschakelende zonnepanelen.,Huishoudens missen inkomsten door afschakelende zonnepanelen.,Wanneer de oorzaak in het net ligt zijn het steeds dezelfde huishoudens die er last van hebben en dus een deel van hun opbrengst mislopen.
tno,189,Toenemende afschakeling van zonnepanelen door groeiend aantal installaties.,Ongelijke verdeling van de lasten van afschakelende zonnepanelen.,Door de verwachte groei van het aantal huishoudens met zonnepanelen is de verwachting dat zonnepaneelinstallaties vaker afschakelen in de nabije toekomst.
tno,189,Onvoldoende capaciteit van netbeheerders om het netwerk te verzwaren.,Ongelijke verdeling van de lasten van afschakelende zonnepanelen.,En netbeheerders hebben niet de capaciteit om het net te verzwaren op basis van individuele klachten.
tno,189,Gebrek aan informatie voor huishoudens over overspanningsproblematiek.,Huishoudens missen inkomsten door afschakelende zonnepanelen.,Het is bij huishoudens vaak niet bekend wanneer ze te maken hebben met afschakelende zonnepanelen en dus inkomsten mislopen.
tno,189,Afhankelijkheid van de afstand tot de wijktransformator voor de impact van afschakeling.,Ongelijke verdeling van de lasten van afschakelende zonnepanelen.,Het hangt af van het elektriciteitsnetwerk in je wijk en hoe ver op de kabel je woning van de wijktransformator af ligt.
tno,204,Onvoldoende energielabelregistratie voor woningen.,Relatief lage aanvraagpercentages voor woningen met betere energielabels.,Voor 41% van de woningen waar een aanvraag is toegekend is geen energielabel geregistreerd. Voor woningen met een label B en A (of beter) zijn minder aanvragen gedaan dan de verhouding van de energielabels over de doelgroep.
tno,204,Relatief lage aanvraagpercentages voor woningen met betere energielabels.,Onvoldoende bereik van de doelgroep voor energiebesparende maatregelen.,"Hoe slechter het label, hoe groter het percentage van de doelgroep dat een aanvraag toegekend heeft gekregen."
tno,204,Minder aanvragen voor isolatie in lagere inkomensklassen.,Energiebesparing geconcentreerd in hogere inkomensklassen.,"In de laagste decielklassen worden vooraldak-, vloer-, spouwmuur-englasisolatietoegepastenwarmtepompengeplaatst. In dezedecielklassenzijngeenof weinigaanvragentoegekendvoorisolatievan de gevelenpanelenenvoorhet plaatsenvan zonneboilers."
