Source,Filename,Oorzaak,Gevolg,Citaat
cpb,9,Stijgende zorguitgaven door demografische ontwikkelingen.,Toenemende vraag naar langdurige zorg door vergrijzing.,Vergrijzing leidt vooral tot een toename van de vraag naar langdurige zorg.
cpb,9,Stijgende zorguitgaven door demografische ontwikkelingen.,De groei van de zorguitgaven in de periode 2026-2033.,Belangrijke oorzaken van de stijgende zorguitgaven zijn de demografische ontwikkeling.
cpb,9,Hogere zorguitgaven door stijgende reële lonen en prijzen in de zorg.,De groei van de zorguitgaven in de periode 2026-2033.,Belangrijke oorzaken van de stijgende zorguitgaven zijn de stijging van de relatieve inputprijs van zorg.
cpb,10,Invloed van de coronapandemie op inkomensdata en werkgelegenheid.,Noodzaak van actualisatie van databestanden voor nauwkeurige ramingen.,"Omdat 2021 een coronajaar is, moesten er enkele extra bewerkingen gedaan worden op het IPO-bestand. Dat is nodig, omdat we ramingen maken op jaren waarin er geen corona is."
cpb,13,De energietransitie vereist aanzienlijke extra investeringen van bedrijven.,De huidige investeringen zijn onvoldoende om de klimaatdoelen te behalen.,De energietransitie vereist aanzienlijke extra investeringen van bedrijven. Om de in Parijs afgesproken klimaatdoelen te behalen – zoals nettonuluitstoot in 2050 - zijn investeringen nodig.
cpb,13,De energietransitie kan leiden tot een tekort aan arbeidskrachten.,De energietransitie vereist aanzienlijke extra investeringen van bedrijven.,De energietransitie kan leiden tot een tekort aan arbeidskrachten. De energietransitie vergt extra investeringen van bedrijven.
cpb,13,De energietransitie vereist aanzienlijke extra investeringen van bedrijven.,Er is een risico op verdringing van andere investeringen door klimaatinvesteringen.,De energietransitie vereist aanzienlijke extra investeringen van bedrijven. Een belangrijk onderdeel is in hoeverre er verdringing van andere type investeringen plaatsvindt.
cpb,13,De huidige investeringen zijn onvoldoende om de klimaatdoelen te behalen.,Klimaatdoelen worden mogelijk niet behaald.,Nederland ligt op dit moment nog niet op koers om de klimaatdoelen te halen. Klimaatdoelen worden mogelijk niet behaald.
cpb,16,De introductie van het leenstelsel heeft geleid tot een daling van het aandeel doorstudeerders.,Daling van het doorstudeerpercentage bij mbo-3.,Dit komt mogelijk mede door de introductie van het leenstelsel. Tegenover deze daling in het aandeel doorstudeerders staat overigens een stijgend succespercentage.
cpb,16,Daling van het doorstudeerpercentage bij mbo-3.,Minder succesvolle doorstudeerpogingen bij studenten met lage inkomens.,Het lijkt erop dat sinds 2015 vooral studenten met een lagere succeskans ervan afgezien hebben om door te studeren in het hbo.
cpb,16,Lagere succespercentages voor studenten met een migratieachtergrond.,Minder succesvolle doorstudeerpogingen bij studenten met lage inkomens.,Zij zijn gemiddeld echter wat minder vaak succesvol dan studenten zonder migratieachtergrond.
cpb,16,Daling van het aantal mbo-2 diploma's.,Daling in het aandeel doorstudeerders na mbo-3-diploma.,"Waar een deel van de studenten vroeger eerst een mbo-3-diploma haalde en daarna doorstudeerde, lijkt met name deze tussenstap vaker overgeslagen te worden."
cpb,17,Verhoging van collectieve zorguitgaven door verlaging van het eigen risico.,Toename van zorggebruik door lagere financiële drempel.,"Bij een verlaging van het eigen risico hoeven mensen minder zorg zelf te betalen. Hierdoor is er een verschuiving van private betalingen naar collectieve uitgaven (financieringsschuif), omdat een groter deel van de zorg uit de premies betaald moet worden."
cpb,17,Toename van zorggebruik door lagere financiële drempel.,Verhoging van collectieve zorguitgaven door verlaging van het eigen risico.,"Bij een verlaging van het eigen risico, neemt de drempel om (meer) zorg te vragen af. Daardoor zal er meer zorg gebruikt worden."
cpb,17,Verhoging van collectieve zorguitgaven door verlaging van het eigen risico.,Verandering in opbrengst eigen betalingen door financieringsschuif.,"Hoewel de financiële drempel per behandeling weliswaar lager is, blijft de remmende werking van het eigen risico ook bij volgende behandelingen in stand."
cpb,17,Verandering in opbrengst eigen betalingen door financieringsschuif.,Tegengestelde effecten van financieringsschuif en gedragseffect op zorguitgaven.,De effecten van de financieringsschuif en het gedragseffect zijn in dit geval dus tegengesteld: het gedragseffect resulteert in een afname van de collectieve zorguitgaven en de financieringsschuif zorgt voor een toename van de collectieve zorguitgaven.
cpb,18,Negatieve bijdrage van de gaswinning aan de productiviteitsgroei.,Daling van de arbeidsproductiviteit in de marktsector.,"De uitfasering van de gaswinning sinds 2014 heeft de jaarlijkse productiviteitsgroei met gemiddeld 0,3%-punt gedrukt."
cpb,18,Daling van de arbeidsproductiviteit in de marktsector.,Vertraging van de productiviteitsgroei in Nederland.,Zoals in alle OESO-landen heeft Nederland last van een vertraging van de productiviteitsgroei.
cpb,20,Verlies van inkomen door werkloosheid.,Daling van het primaire inkomen door werkloosheid.,"we find substantial variations in the direct effect of events on primary income before tax and benefits, ranging from a 20% (divorce) to a 60% (disability) drop relative to pre-event disposable income."
cpb,20,Verlies van inkomen door arbeidsongeschiktheid.,Daling van het primaire inkomen door werkloosheid.,"we find substantial variations in the direct effect of events on primary income before tax and benefits, ranging from a 20% (divorce) to a 60% (disability) drop relative to pre-event disposable income."
cpb,20,Verlies van inkomen door gezondheidsproblemen.,Daling van het inkomen door gezondheidsproblemen.,"we find substantial variations in the direct effect of events on primary income before tax and benefits, ranging from a 20% (divorce) to a 60% (disability) drop relative to pre-event disposable income."
cpb,20,Verlies van inkomen door echtscheiding.,Daling van het primaire inkomen door werkloosheid.,"we find substantial variations in the direct effect of events on primary income before tax and benefits, ranging from a 20% (divorce) to a 60% (disability) drop relative to pre-event disposable income."
cpb,20,Verlies van inkomen door overlijden van een partner.,Daling van het primaire inkomen door werkloosheid.,"we find substantial variations in the direct effect of events on primary income before tax and benefits, ranging from a 20% (divorce) to a 60% (disability) drop relative to pre-event disposable income."
cpb,20,Onvoldoende bescherming voor kwetsbare groepen tegen negatieve levensgebeurtenissen.,De impact van negatieve levensgebeurtenissen op het inkomen is ongelijk verdeeld.,"the impact of these events on individual income trajectories can also be more important, as they are less likely to be protected by private or informal insurance."
cpb,21,Verhoogde reistijden door het elimineren van fietsen.,Verhoogde verkeerscongestie door het elimineren van fietsen.,"Eliminating cycling increases commuting times and distances by 14% and 30%, respectively, exacerbates car congestion."
cpb,21,Verhoogde verkeerscongestie door het elimineren van fietsen.,Verminderde welzijn van werknemers door het elimineren van fietsen.,Eliminating cycling... results in a significant reduction in worker welfare.
cpb,21,Verlies van fietsinfrastructuur door het verwijderen van speciale fietspaden.,Verhoogde verkeerscongestie door het elimineren van fietsen.,"removing dedicated cycleways leads to similar, though less pronounced, changes in the spatial economy."
cpb,21,Verlies van fietsinfrastructuur door het verwijderen van speciale fietspaden.,Verminderde welzijn van werknemers door het elimineren van fietsen.,"removing dedicated cycleways leads to similar, though less pronounced, changes in the spatial economy."
cpb,28,Beperkte effectiviteit van subsidies op woningbouw.,Hogere grondprijzen door subsidies.,"De beperkte reactie op prijsstijgingen, gecombineerd met de schaarste aan bouwgrond, vergroot het risico dat subsidies vooral zorgen voor hogere grondprijzen."
cpb,28,Beperkte effectiviteit van subsidies op woningbouw.,Negatieve langetermijngevolgen voor woningbouw.,Dit komt doordat het voor een ontwikkelaar makkelijker is om een lopend project stop te zetten dan om een extra project op te starten.
cpb,28,Woningtekort in Nederland.,Moeilijkheden bij het ondersteunen van specifieke groepen met woningbouw.,"Dat er niet voldoende woningen gebouwd worden komt onder andere door complexe procedures, en door neveneffecten van beleid dat andere maatschappelijke doelen dient."
cpb,28,Complexe regelgeving die woningbouw vertraagt.,Beperkte effectiviteit van subsidies op woningbouw.,Dit komt deels door complexe en langdurige vergunningsprocedures.
cpb,32,Ongelijke kansen voor kinderen door financiële ondersteuning van ouders.,Ongelijke toegang tot hulpbronnen voor schoolprestaties.,"Als de ene ouder hier beter toe in staat is dan de ander, kan dat leiden tot ongelijke kansen voor kinderen."
cpb,32,Ongelijke kansen voor kinderen door financiële ondersteuning van ouders.,Ongelijkheid in vermogensposities tussen ouders en kinderen.,Ongelijke kansen voor kinderen kunnen ontstaan door verschillen in het financiële vermogen van de ouders.
cpb,32,Toegenomen vermogensongelijkheid tussen verschillende sociaaleconomische groepen.,Afname van intergenerationele inkomensmobiliteit.,De intergenerationele inkomensmobiliteit afgenomen.
cpb,32,Ongelijkheid in vermogensposities tussen ouders en kinderen.,Beperkte sociaaleconomische mobiliteit.,Blijven kinderen uit gezinnen in de onderkant van de vermogensrangschikking zelf ook laag in de vermogensrangschikking.
cpb,32,Intergenerationele overdracht van vermogen.,Ongelijkheid in vermogensposities tussen ouders en kinderen.,Er zijn verschillende directe en indirecte kanalen waardoor de vermogenspositie van ouders gedeeltelijk wordt doorgegeven aan hun kinderen.
cpb,36,Verhoogde financiële druk op ouderen door kosten delen in de gezondheidszorg.,Hogere zorgkosten door kosten delen voor kwetsbare bevolkingsgroepen.,An increase in cost-sharing causes the largest increase in out-of-pocket expenditure for the elderly.
cpb,36,Ongelijkheid in toegang tot gezondheidszorg voor lage inkomensgroepen.,Verlies van noodzakelijke zorg door kosten delen voor lage inkomens.,"Especially, if this concerns necessary care, this could further widen (health) inequalities between income groups."
cpb,36,Hogere zorgkosten door kosten delen voor kwetsbare bevolkingsgroepen.,Ongelijkheid in gezondheidszorguitgaven tussen verschillende inkomensgroepen.,"But while reductions in spending may be reached using cost-sharing schemes, they may also exacerbate inequalities."
cpb,37,Hogere studieschulden voor studenten zonder diploma.,Hogere studieschulden voor studenten van ouders met een lager inkomen.,"Studenten van wie de ouders minder inkomen en vermogen hebben, hebben gemiddeld genomen een hogere studieschuld."
cpb,37,Hogere studieschulden voor studenten die langer studeren.,Grote spreiding in studieschulden onder hbo- en wo-studenten.,De spreiding in de hoogte van de studieschuld is groot binnen de groep hbo- en wo-studenten die heeft geleend en ongeveer even lang heeft gedaan over het behalen van een diploma.
cpb,37,Toename van studieschulden na invoering van het leenstelsel.,Hogere studieschulden voor studenten die langer studeren.,"Hbo- en wo-studenten die in studiejaren 2015/’16-2017/’18 aan een studie zijn begonnen, blijken vaker te lenen dan studenten die eerder zijn gestart."
cpb,37,Ongelijkheid in studiefinanciering tussen mbo- en hbo/wo-studenten.,Grote spreiding in studieschulden onder hbo- en wo-studenten.,De studieschulden onder mbo-studenten zijn beduidend lager dan onder hbo- en wo-studenten.
cpb,40,Verminderde export naar de VS voor specifieke bedrijfstakken in de Nederlandse maakindustrie.,Daling van de wereldhandel door invoertarieven.,"Voor specifieke bedrijfstakken in Nederlandse maakindustrie is het effect op de productie wel groter. Vooral de productie van machine- en apparaten (-6%), elektronica en optiek (-5,7%) en voertuigen (-5,3%) wordt getroffen door verminderde export naar de VS."
cpb,40,Stijgende kosten voor bedrijven en consumenten door invoertarieven.,Negatieve impact op economieën met sterke handelsrelaties met de VS.,Hogere binnenlandse loonkosten in zowel de maakindustrie als de dienstensector dragen bij aan een verdere daling van de Amerikaanse concurrentiekracht.
cpb,40,Escalatie van handelsspanningen door vergeldingsmaatregelen.,Daling van de economische activiteit in de VS.,"Algemene vergeldingsacties van de EU hebben weinig effect op de Amerikaanse economie, maar verhogen wel de prijzen en beperken de handel verder."
cpb,40,Daling van de wereldhandel door invoertarieven.,Daling van de economische activiteit in de VS.,Dienste... hogere prijzen door duurdere import van consumptiegoederen.
cpb,43,De keuze van bouwprogramma's is politiek gevoelig.,De toegankelijkheid van de woningmarkt is afhankelijk van het aantal beschikbare woningen.,"Een bouwprogramma dat zich volledig richt op doorstroming is dus niet optimaal. Aan de andere kant is het niet zo dat als een nieuwbouwwoning goed aansluit bij de voorkeuren van beknelde huishoudens, zij daar ook komen te wonen."
cpb,47,Impact van de Amerikaanse huizenmarkt op de Nederlandse economie.,Eenzijdige afhankelijkheid van de VS maakt Nederland kwetsbaar.,Zo leidden verliezen op de Amerikaanse huizenmarkt tot een wereldwijde financiële crisis.
cpb,47,Ongelijke financiële inzet tussen de VS en de EU verzwakt de strategische positie van Europa.,Eenzijdige afhankelijkheid van de VS maakt Nederland kwetsbaar.,In Europa neemt het besef toe dat een te grote afhankelijkheid van de VS de eigen strategische positie kan verzwakken.
cpb,51,Stijgende zorguitgaven in verhouding tot inkomen.,Ongelijkheid in zorgfinanciering tussen inkomensgroepen.,"Wanneer de zorgkosten sneller stijgen dan het inkomen, leidt dat tot een steeds groter beroep op hogere inkomens."
cpb,51,Verlies van inkomenssolidariteit door beleidsaanpassingen.,Inkomenssolidariteit in de zorg is relatief laag.,"De inkomenssolidariteit in de Zvw neemt als gevolg van die wijziging toe, maar in mindere mate dan bij de aanpassing in de iab."
cpb,51,Hogere zorgkosten voor gezonde verzekerden.,Verlies van risicosolidariteit in de zorg.,"Wanneer de zorgkosten stijgen, wordt voor gezonde verzekerden het verschil tussen de kosten en baten van zorg steeds groter."
cpb,52,Vergrijzing van de bevolking.,Stijgende zorgvraag door vergrijzing.,De groei van het aantal huishoudens door toegenomen migratie en de groeiende individualisering hebben geleid tot verdere druk op de woningmarkt en angst voor verlies aan identiteit en eigenheid.
cpb,52,Verlies van economische dynamiek door actieve industriepolitiek.,Ongelijkheid in de samenleving.,De opwarming van de aarde en de afname van biodiversiteit hebben de schijnwerper gezet op de gebrekkige duurzaamheid van onze huidige productie en consumptie.
cpb,54,Onzekerheid in de grondslagontwikkeling en gedragsreacties.,Derving in accijnsopbrengsten door wijzigingen in belastingmaatregelen.,"De raming kent een gemiddelde mate van onzekerheid, door onzekerheid in de grondslagontwikkeling en de gedragsreacties."
cpb,54,Verhoogde tarieven voor vrachtwagenheffing door CO2-emissieklasse.,Derving in accijnsopbrengsten door wijzigingen in belastingmaatregelen.,De opbrengst valt hoger uit als gevolg van aanpassing van de tarieven.
cpb,60,Het kabinet snijdt in uitgaven op het gebied van klimaat en milieu.,De kans dat het huidige klimaatbeleid onvoldoende is voor emissiereductie.,"Het kabinet snijdt in uitgaven op het gebied van klimaat en milieu, hierdoor is de kans groot dat het huidige maatregelenpakket onvoldoende is om de gestelde doelen van 55% emissiereductie in 2030 en 100% reductie in 2050 te halen."
cpb,60,De afname van onderwijskwaliteit door bezuinigingen op onderwijsuitgaven.,De afwezigheid van concrete beleidsdoelen voor onderwijskwaliteit.,"Het kabinet buigt om op onderwijs, innovatie en onderzoek. Hier is sprake van een potentiële afruil: de ombuigingen leveren nu financiële ruimte op voor de overheidsfinanciën, maar gaan mogelijk ten koste van de brede welvaart in de toekomst."
cpb,61,De koopkrachtstijging is lager dan eerder geraamd.,De bbp-groei is lager dan eerder geraamd.,De koopkrachtstijging komt door de verminderde lastenverlichting in 2025 wat lager uit dan eerder geraamd. ... De macro-economische gevolgen van de besluitvorming zijn zeer beperkt.
cpb,65,Htm-huishoudens hebben een kortetermijnblik op hun financiën.,Htm-huishoudens besteden een groter deel van hun inkomen.,Htm-huishoudens hebben een kortetermijnblik en vinden sparen vanwege een negatief economisch vooruitzicht minder zinvol. Daarnaast geven zij vaker aan moeite te hebben hun uitgaven te beheersen.
cpb,65,Htm-huishoudens zijn kwetsbaar voor financiële schokken.,Htm-huishoudens hebben moeite met het beheersen van hun uitgaven.,"Doordat ze geen direct opneembare buffers hebben, passen ze hun consumptie sterk aan wanneer ze schokken ervaren."
cpb,65,Htm-huishoudens hebben moeite met het beheersen van hun uitgaven.,Htm-huishoudens hebben een grote invloed op de consumptie op macro-economisch niveau.,Htm-huishoudens hebben een aanzienlijk aandeel in de Nederlandse economie.
cpb,67,Slechte uitvoering van isolatiemaatregelen.,Verslechtering van de binnenmilieu kwaliteit door slechte uitvoering van isolatiemaatregelen.,De kwaliteit van de uitvoering van de isolatiemaatregelen is van belang om alle bredewelvaartsbaten te realiseren die potentieel verbonden zijn aan woningisolatie.
cpb,67,Slechte uitvoering van isolatiemaatregelen.,Onvoldoende ventilatie in verduurzamingsprojecten kan leiden tot gezondheidsklachten.,Een goede kwaliteit van de uitvoering van isolatiemaatregelen is belangrijk vanwege risico op verslechtering binnenmilieu kwaliteit en verstoring habitat.
cpb,67,Ongelijke toegang tot subsidies voor woningisolatie.,Verlies van vertrouwen tussen burgers en overheid door onrechtvaardige verdeling van kosten en baten.,Mensen hechten waarde aan een eerlijke verdeling van lusten en lasten in energietransitiebeleid.
cpb,67,Krapte op de arbeidsmarkt als knelpunt voor het behalen van isolatiedoelstellingen.,Hogere kosten en grotere vraag naar schaarse arbeidskrachten door isolatiemaatregelen.,Een krappe arbeidsmarkt vraagt om een politieke afweging en prioritering binnen de energietransitie.
cpb,67,Hogere kosten en grotere vraag naar schaarse arbeidskrachten door isolatiemaatregelen.,Energiearmoede door stijgende energieprijzen.,Door ongelijke toegang tot subsidies profiteren woningeigenaren met minder hulpbronnen mogelijk minder van generieke subsidieregelingen.
cpb,71,Oplopend begrotingstekort door stijgende uitgaven.,Stijgende overheidsschuld.,Het begrotingstekort loopt de komende jaren op doordat de uitgaven harder stijgen dan de inkomsten. Ook de overheidsschuld.
cpb,71,Oplopend begrotingstekort door stijgende uitgaven.,Kans op noodgedwongen bezuinigingen bij toekomstige tegenvallers.,De komende jaren ligt het begrotingssaldo dicht bij de Europese grenswaarde van -3% bbp. Daarmee bestaat de kans dat bij toekomstige tegenvallers noodgedwongen plotseling bezuinigd moet worden.
cpb,71,Daling van de uitvoer uit eigen productie.,Kans op noodgedwongen bezuinigingen bij toekomstige tegenvallers.,De terugval in uitvoer van Nederlandse makelij draagt dus bij aan de vertraging van de bbp-groei in de afgelopen anderhalf jaar.
cpb,71,Hoge inflatie door stijgende kosten.,Verhoogde armoedepercentages.,"Met een stijging van de koopkracht van in doorsnee 2,5% dit jaar en 1,1% in 2025 is het eerdere koopkrachtverlies als gevolg van de inflatieschok weer ingelopen."
cpb,71,Oplopend begrotingstekort door stijgende uitgaven.,Stijgende zorgkosten., daarbij is nog geen rekening gehouden met extra zorgkosten in lijn met bijvoorbeeld de historische kwaliteitsverbetering.
cpb,79,Strengere regels op de hypotheekmarkt beïnvloeden hypotheekaflossingen.,Afname van liquide buffers door stijgende hypotheekaflossingen.,De stijging van aflossingen is waarschijnlijk het gevolg van strengere regels op de hypotheekmarkt na de financiële crisis.
cpb,84,Hoge budgettaire kosten van steunmaatregelen.,De coronacrisis heeft geleid tot een toename van werkloosheid en faillissementen.,Tegen hoge kosten heeft coronasteun werkloosheid voorkomen.
cpb,84,Hoge budgettaire kosten van steunmaatregelen.,De coronacrisis heeft geleid tot een ongelijkheid in de toegang tot steunmaatregelen.,"Uit studies voor Nederland en andere landen blijkt dat de maatregelen daadwerkelijk werkloosheid hebben voorkomen, maar dat de kosten relatief hoog waren."
cpb,84,Onvoldoende tijdelijke steunmaatregelen.,Afname van doelmatigheid van steun naarmate de onzekerheid over de economische impact wegebt.,"Mede door de snelle implementatie was de samenhang in het pakket niet op alle aspecten optimaal, was de uitvoering op onderdelen complex en weinig gericht."
cpb,84,Afhankelijkheid van tijdelijke overheidssteun.,De noodzaak van overheidssteun voor ondernemers tijdens de crisis.,Tijdigheid en gerichtheid van steun vragen om schokbestendige overheidsfinanciën en wendbare uitvoeringsinstanties.
cpb,86,Hoge schulden en hoge schuldlasten kunnen wanbetalingsrisico’s veroorzaken.,Faillissement van bedrijven kan leiden tot verliezen bij kredietverschaffers.,Ten eerste kunnen er door hoge schulden en hoge schuldlasten wanbetalingsrisico’s ontstaan. Daardoor komen bedrijven mogelijk in faillissement terecht en is de kredietverschaffer zijn geld kwijt.
cpb,86,Hoge schuld en/of schuldlasten kunnen een rem zijn op investeringen.,Hogere kans op faillissement voor kleinere bedrijven.,Hoge schuld en/of schuldlasten kunnen bijvoorbeeld een rem zijn op investeringen en daarmee productiviteitsgroei.
cpb,86,Stijgende rentes op bedrijfsschulden kunnen risico’s opleveren voor bedrijven met hoge schuldniveaus.,Een financieel stabiliteitsrisico door een ongunstige combinatie van hoge schuldratio en lage schuldhoudbaarheid.,Voor bedrijven met hoge schuldniveaus en rentelasten kan een dergelijke renteschok de nodige risico’s opleveren.
cpb,87,Geopolitieke spanningen,Daling van de economische activiteit,Geopolitieke spanningen kunnen negatieve gevolgen hebben voor de Nederlandse economie.
cpb,87,Oplopende schulden wereldwijd,Financiële stabiliteitsrisico's door internationale verwevenheid,"Wereldwijd zijn schulden juist flink opgelopen. Doordat Nederland veel in het buitenland investeert, zijn we hieraan blootgesteld."
cpb,87,Onzekerheid in de economie,Daling van de economische activiteit,Onzekerheid door geopolitieke spanningen leidt tot uitgaven door bedrijven en een negatief effect heeft op de economische groei.
cpb,87,Hogere rentes en hun impact op de economie,Daling van de economische activiteit,De snelle stijging van de rente heeft tot dusver niet tot grote problemen geleid voor de Nederlandse financiële stabiliteit.
cpb,92,De meeste winsten van de top-1% worden ingehouden en niet uitgekeerd.,De belastingdruk op de hoogste inkomens is lager dan op de midden- en hoge inkomens.,"Dat de belastingdruk aan de top lager ligt, was al bekend uit eerder onderzoek over het jaar 2016. Nu blijkt dat dat beeld niet verandert als een langere periode wordt bekeken, omdat het merendeel van de winsten ingehouden blijft."
cpb,92,De volatiliteit van winsten leidt tot verschillen in belastingdruk tussen jaren.,De belastingdruk voor de top-1% is afhankelijk van de timing van winstuitkeringen.,"De belastingdruk voor één jaar kan een vertekend beeld geven, vanwege de volatiliteit van winsten en de timing van winstuitkeringen."
cpb,92,De fiscale behandeling van dividenden beïnvloedt de winstuitkeringen.,De meeste winsten van de top-1% worden ingehouden en niet uitgekeerd.,Zo kan het voor een directeur-grootaandeelhouder (dga) fiscaal aantrekkelijk zijn om te lenen van de eigen bv in plaats van dividend uit te keren.
cpb,92,De belastingdruk voor de top-1% is afhankelijk van de timing van winstuitkeringen.,De belastingdruk kan vertekend zijn door het niet meenemen van buitenlandse ingehouden winsten.,"Als winstuitkering in een later jaar plaatsvindt, stijgt de belastingdruk in dat jaar vanwege de box 2-heffing in dat latere jaar."
cpb,92,"De top-1% houdt een aanmerkelijk belang in vennootschappen, wat de belastingdruk beïnvloedt.",De meeste winsten van de top-1% worden ingehouden en niet uitgekeerd.,"De inkomens van de hoogste 1% huishoudens bestaan vooral uit bedrijfswinsten van vennootschappen waarin een aanmerkelijk belang wordt gehouden, die grotendeels niet uitgekeerd worden."
cpb,101,Verlies van marktaandeel voor Europese bedrijven door concurrentienadeel.,Toename van CO2-uitstoot buiten de EU.,"Door dit concurrentienadeel kunnen bedrijven marktaandeel verliezen of hun productie verplaatsen naar landen buiten de EU. Hierdoor daalt de CO2-uitstoot in de EU wel, maar neemt die buiten de EU juist toe."
cpb,101,Toename van CO2-uitstoot buiten de EU.,Minder export naar niet-EU-landen door CBAM.,Een daling van de export naar niet-EU-landen heeft voor Nederland een minder grote impact op de totale export.
cpb,101,De invoering van CBAM kan leiden tot concurrentienadeel voor Europese exporteurs.,Minder export naar niet-EU-landen door CBAM.,"Mogelijk nemen ze dan tegenmaatregelen, zoals een gelijksoortige importheffing. Een dergelijke heffing verlaagt de export vanuit de EU naar niet-EU-landen."
cpb,103,Stijgende energieprijzen,Stijgende voedselprijzen,"De uitbraak van de oorlog in Oekraïne en het vervolgens dichtdraaien van de gaskraan door Rusland, leidden in 2022 tot sterke stijgingen van energie- en voedselprijzen."
cpb,103,Stijgende energieprijzen,Verhoogde loonkosten,"Als reactie is het mogelijk dat door de gestegen prijzen huishoudens hogere lonen eisen, die uiteindelijk ook (gedeeltelijk) in hogere afzetprijzen resulteren."
cpb,103,Stijgende lonen,Inflatieverwachtingen,"Wanneer consumenten verwachten dat prijzen zullen stijgen, kunnen zij bijvoorbeeld hogere lonen eisen om hun koopkracht te behouden."
cpb,105,De vraag naar arbeid beïnvloedt migratie.,Economisch beleid heeft invloed op migratie.,Migratie in belangrijke mate wordt bepaald door de vraag naar arbeid. Deze centrale rol van de vraag naar arbeid blijkt zowel uit de samenhang tussen migratie en conjunctuur als uit het effect van arbeidsmarktbeleid op migratie.
cpb,105,Schommelingen in de economische groei beïnvloeden immigratie en emigratie.,De invloed van migratie op de bevolkingssamenstelling kan leiden tot sociale spanningen.,Immigratie en emigratie hangen sterk samen met schommelingen van de economische groei.
cpb,106,De toegankelijkheid van data staat onder druk door hoge kosten.,De publieke beschikbaarheid van data is in gevaar door de dominantie van private partijen.,"De microdata van het CBS zijn onovertroffen in de wereld, maar ze zijn niet gemakkelijk toegankelijk en zeker niet kosteloos."
cpb,108,Prijsstijgingen van energie en huur raken huishoudens sterk.,Ongelijke impact van prijsontwikkelingen op huishoudens met verschillende inkomens.,Huishoudens met verschillende consumptiemandjes worden anders geraakt door prijsontwikkelingen.
cpb,108,Prijsveranderingen hebben een verschillende invloed op huishoudens.,Verschillen in prijsontwikkeling tussen huishoudensgroepen zijn groter dan binnen groepen.,De verschillen in de phc zijn niet zonder meer te herleiden tot verschillen tussen huishoudensgroepen omdat de verschillen binnen groepen groter zijn.
cpb,108,Uitzonderlijke prijsstijgingen binnen bepaalde productcategorieën kunnen optreden.,Gericht koopkracht- en armoedebeleid is lastig vorm te geven.,Gericht koopkracht- en armoedebeleid om huishoudens te compenseren voor een prijsschok is lastig vorm te geven.
cpb,111,De late aankondiging van de arbeidsmarkttoelage kan invloed hebben gehad op de effectiviteit van de maatregel.,De arbeidsmarkttoelage heeft in het eerste schooljaar na invoering geen substantiële effecten gehad op de mobiliteit van leraren.,De late aankondiging van de arbeidsmarkttoelage kan invloed hebben gehad op de effectiviteit van de maatregel. De arbeidsmarkttoelage heeft in het eerste schooljaar na invoering geen substantiële effecten gehad op de mobiliteit van leraren.
cpb,114,De leesvaardigheid van Nederlandse 15-jarigen neemt sterk af.,De vergelijking van PISA-scores met nationale toetsen is lastig.,De uitkomsten van PISA laten zich lastig vergelijken met metingen die in Nederland worden uitgevoerd.
