Source,Filename,Oorzaak,Gevolg,Citaat
open_overheid,31,Recente koranvernielingen hebben Nederland nadrukkelijker op de radar van jihadistische organisaties gezet.,Nederland wordt expliciet genoemd als doelwit door terroristische groeperingen.,Als gevolg van recente koranvernielingen in ons land is Nederland echter nog nadrukkelijker in beeld gekomen.
open_overheid,31,Koranvernielingen veroorzaken woede en demonstraties in islamitische landen.,Recente koranvernielingen hebben Nederland nadrukkelijker op de radar van jihadistische organisaties gezet.,In verscheidene islamitische landen hebben de koranvernielingen geleid tot boze reacties en demonstraties tegen onder meer Zweden en Nederland.
open_overheid,31,De lokale ISIS-tak in Afghanistan vormt een groeiende terroristische dreiging richting het Westen.,Afghanistan kan opnieuw een vrijhaven worden voor terroristische activiteiten gericht tegen het Westen.,Er bestaan daardoor grote zorgen dat Afghanistan opnieuw een vrijhaven wordt voor terroristische activiteiten gericht tegen het Westen.
open_overheid,31,Anti-institutioneel extremisme kan de democratische rechtsorde ondermijnen.,Er is een beperkte geweldsdreiging van anti-institutioneel extremisme op korte termijn.,Op korte termijn is er sprake van een beperkte geweldsdreiging.
open_overheid,34,Radicalisering van individuen in Nederland.,Dreiging van jihadistische gedetineerden na vrijlating.,"momenteel zijn er geen concrete aanwijzingen dat personen in Nederland een aanslag voorbereiden, maar dit is wel voorstelbaar."
open_overheid,37,Bedreiging van personen met een publieke functie.,Negatieve gevolgen voor het welzijn van bedreigde personen en hun naasten.,Bedreiging kan negatieve gevolgen hebben voor het welzijn van zowel de bedreigde persoon als diens naasten.
open_overheid,37,Agressie en intimidatie onder togaberoepen.,Bovengemiddeld aantal bedreigingen voor officieren van justitie.,Bedreiging en intimidatie vormen ook een probleem onder togaberoepen.
open_overheid,37,Bedreiging van personen met een publieke functie.,Verhoogd angstgevoel bij advocaten en rechters door bedreiging.,Internationale literatuur laat respectievelijk zien dat advocaten en rechters een verhoogd angstgevoel ervaren en waakzaamheid bij zichzelf constateren als gevolg van bedreiging.
open_overheid,37,Toename van aandacht en dreiging naar advocaten en rechters.,Noodzaak voor langdurige veiligheidsmaatregelen voor advocaten en rechters.,Dit is vanwege de toename van aandacht en dreiging die naar deze beroepsgroepen uitgaat.
open_overheid,37,De moord op Derk Wiersum heeft geleid tot een verhoogde bewustwording van de risico's.,Noodzaak voor langdurige veiligheidsmaatregelen voor advocaten en rechters.,De aandacht voor bedreiging bij rechters en advocaten groeit vanwege ingrijpende gebeurtenissen in de afgelopen jaren.
open_overheid,37,Agressie en intimidatie onder togaberoepen.,Verandering in de werkcontext van advocaten en rechters door dreiging.,De verwachting is dat dit geen incident is maar een nieuwe realiteit waar rekening mee moet worden gehouden vanwege een toename aan zware rechtszaken.
open_overheid,37,Beveiligingsmaatregelen hebben gevolgen voor het psychosociaal welzijn van bedreigden.,Afname van werkplezier door beveiligingsmaatregelen.,Het proces rondom beveiliging heeft een negatieve invloed op zowel het professioneel als privé functioneren van een bedreigde persoon.
open_overheid,38,De aanpak van milieucriminaliteit is onvoldoende.,Milieucriminaliteit heeft ernstige gevolgen voor de fysieke en psychische gezondheid van de samenleving.,Milieucriminaliteit kent vele vormen die allemaal ernstige gevolgen hebben voor de samenleving.
open_overheid,38,De effectiviteit van de strafrechtketen is laag.,De aanpak van milieucriminaliteit is onvoldoende.,"Doorgaans gaat het om financieel gewin, is de pakkans klein en zijn de straffen laag."
open_overheid,38,Het VTH-stelsel voor het milieudomein functioneert niet goed.,De aanpak van milieucriminaliteit is onvoldoende.,De commissie Van Aartsen concludeerde dat het VTH-stelsel voor het milieudomein niet goed functioneert.
open_overheid,38,Milieucriminaliteit heeft ernstige gevolgen voor de fysieke en psychische gezondheid van de samenleving.,De effectiviteit van de strafrechtketen is laag.,Milieucriminaliteit kan leiden tot de aantasting van fysieke of psychische gezondheid.
open_overheid,42,De verspreiding van complottheorieën binnen anti-overheidsextremisme.,De mogelijkheid van extremistische handelingen voortkomend uit complottheorieën.,De verspreiding en normalisering van dergelijke theorieën kan aanleiding vormen voor het plegen van extremistische en zelfs terroristische handelingen.
open_overheid,42,De opkomst van rechts-extremistisch accelerationisme.,De mogelijkheid van aanslagen door accelerationisten.,"Hoewel accelerationistische aanslagen in Europa tot dusverre weinig zijn voorgekomen en accelerationisten zich vooral online uiten, maakt het inherent gewelddadige gedachtegoed een aanslag vanuit deze stroming voorstelbaar."
open_overheid,42,De terugkeer van Nederlandse uitreizigers uit conflictgebieden vormt een verhoogde terrorismedreiging.,De jihadistische beweging in Nederland vormt een belangrijke bron van terroristische dreiging.,Het blijft onwaarschijnlijk dat uitreizigers in groten getale op eigen gelegenheid terug zullen keren naar Nederland.
open_overheid,42,De invloed van salafisme op de islamitische gemeenschap.,De jihadistische beweging in Nederland vormt een belangrijke bron van terroristische dreiging.,De ontwikkeling van de beweging blijft echter onvoorspelbaar.
open_overheid,43,De Hazimi-beweging onderschatting door lokale overheden.,Radicalisering en extremistische uitingen door individuen.,Zoals reeds beschreven in Dreigingsbeeld Terrorisme Nederland (DTN) 45 gaan de volgelingen van de Saoedische geleerde Ahmed Umar al-Hazimi sneller over tot verkettering van andere moslims dan andere jihadisten.
open_overheid,43,Radicalisering en extremistische uitingen door individuen.,De rol van gemeenten in de aanpak van radicalisering.,"Het Rijk ondersteunt gemeenten actief met als doel ze te versterken in hun regierol richting partners, op een wijze die recht doet aan de lokale situatie."
open_overheid,54,Gebruik van Nederlandse servers voor cyberaanvallen.,Cyberaanvallen op Nederlandse instellingen.,"Daarnaast staat de Nederlandse digitale infrastructuur internationaal bekend als stabiel en robuust, deze kan door deelnemers aan het conflict misbruikt worden voor het uitvoeren van digitale aanvallen."
open_overheid,54,Inmenging van hackerscollectieven in het conflict.,Cyberaanvallen op Nederlandse instellingen.,De inmenging van deze groeperingen maakt het dreigingsbeeld onvoorspelbaarder.
open_overheid,54,Capaciteiten van de Russische federatie voor digitale aanvallen.,Cyberaanvallen op Nederlandse instellingen.,"Zoals in de jaarverslagen van de AIVD en de MIVD aangegeven, beschikt de Russische federatie over de capaciteiten en intenties om digitale aanvallen uit te voeren."
open_overheid,54,Nieuwe wiper malware die bestanden verwijdert.,Cyberaanvallen op Nederlandse instellingen.,Dit betreft met name nieuwe wiper malware die waargenomen is bij Oekraïense instellingen en bedrijven.
open_overheid,56,De ondermijning van Europese veiligheidsstructuren door Rusland.,De militaire dreiging van Rusland voor Nederland en Europa.,Rusland probeert de Europese veiligheidsstructuren ingrijpend te wijzigen door de NAVO en de EU te ondermijnen. Met dat doel voor ogen zet Rusland een verscheidenheid aan hybride middelen in om daarmee het democratische proces in het Westen te beïnvloeden.
open_overheid,56,De hybride dreiging van Rusland door middel van beïnvloeding van het democratische proces.,De militaire dreiging van Rusland voor Nederland en Europa.,Met dat doel voor ogen zet Rusland een verscheidenheid aan hybride middelen in om daarmee het democratische proces in het Westen te beïnvloeden.
open_overheid,56,De fysieke sabotage van vitale infrastructuur door statelijke actoren.,Digitale sabotage met grote impact op de Nederlandse samenleving.,"Van alle cyberdreigingen heeft digitale sabotage potentieel de grootste impact op de Nederlandse samenleving, omdat die bij uitstek kan leiden tot ernstige verstoringen van (de voorbereidingen voor) militaire operaties."
open_overheid,56,De militaire dreiging van Rusland voor Nederland en Europa.,Digitale sabotage met grote impact op de Nederlandse samenleving.,"De AIVD en de MIVD zagen in 2023 verschillende buitenlandse cyberoperaties, waaronder Russische en Chinese, die gericht waren tegen Europese en NAVO-bondgenootschappelijke doelwitten."
open_overheid,57,De online werving van nieuwe leden door accelerationistische netwerken kan toenemen.,Rechts-extremisme en -terrorisme,Voor Nederland kan de dreiging vanuit het accelerationisme op korte termijn toenemen door de geraffineerde online werving van nieuwe leden.
open_overheid,57,Rechts-extremisme en -terrorisme,Radicalisering en extremisme dragen bij aan toenemende polarisatie in Nederland.,"Radicalisering en extremisme op grond van extreemrechts gedachtegoed kennen een voedingsbodem in, en dragen ook bij aan een toenemende polarisatie in Nederland."
open_overheid,58,De militaire dreiging van Rusland voor Nederland.,De ondermijning van Europese veiligheidsstructuren door Rusland.,Rusland probeert de Europese veiligheidsstructuren ingrijpend te wijzigen door de NAVO en de EU te ondermijnen.
open_overheid,58,De militaire dreiging van Rusland voor Nederland.,De hybride dreiging van Rusland door middel van beïnvloeding van het democratische proces.,Met dat doel voor ogen zet Rusland een verscheidenheid aan hybride middelen in om daarmee het democratische proces in het Westen te beïnvloeden.
open_overheid,58,De hybride dreiging van Rusland door middel van beïnvloeding van het democratische proces.,De militaire dreiging van Rusland voor Nederland.,de grootschalige Russische invasie van Oekraïne aantoont dat dreigingen kunnen omslaan in militair geweld met verstrekkende gevolgen
open_overheid,58,De groeiende hybride dreiging van China op het gebied van spionage.,De impact van geopolitieke spanningen op vitale infrastructuur.,"Specifiek zien we dat de verschillende ontwikkelingen op het gebied van geopolitieke spanningen, de energietransitie en strategische afhankelijkheden impact kunnen hebben op de continuïteit en beschikbaarheid van vitale processen."
open_overheid,58,De Chinese cybersabotagecampagne VOLT TYPHOON.,Digitale sabotage met grote impact op de Nederlandse samenleving.,Deze is gericht op prepositionering in Amerikaanse militaire en civiele vitale infrastructuur om daarmee inzetopties te creëren voor tijdens een gewapend conflict.
open_overheid,58,De hybride dreiging van Rusland door middel van beïnvloeding van het democratische proces.,Verkrijging van unieke en strategische Nederlandse kennis en technologie door Rusland en China.,"Rusland en China hebben hun economische, politieke en militaire samenwerking in 2023 voortgezet en verder geïntensiveerd."
open_overheid,59,Verhoogde dreiging van een agressiever Rusland met nucleaire retoriek.,Hybride dreigingen die de nationale veiligheid ondermijnen.,"Daarnaast is een assertiever China zichtbaar, dat de internationale rechtsorde in zijn voordeel wil veranderen, en een toenemende (geo)politisering van de (wereld)economie waarbij economische instrumenten als machtsmiddel worden ingezet."
open_overheid,59,Hybride dreigingen die de nationale veiligheid ondermijnen.,Ongewenste buitenlandse inmenging in democratische processen.,Ongewenste buitenlandse inmenging in diasporagemeenschappen onverminderd aanwezig.
open_overheid,59,Hybride dreigingen die de nationale veiligheid ondermijnen.,"Militaire intimidatie, spionage en sabotage door statelijke actoren.","voorbeelden hiervan zijn militaire intimidatie, spionage en sabotage, cyberaanvallen, desinformatiecampagnes, ongewenste buitenlandse inmenging in diasporagemeenschappen, kennisdiefstal of de inzet van economische instrumenten."
open_overheid,59,Hybride dreigingen die de nationale veiligheid ondermijnen.,Diefstal en weglekken van kennis door buitenlandse actoren.,"voorbeelden hiervan zijn militaire intimidatie, spionage en sabotage, cyberaanvallen, desinformatiecampagnes, ongewenste buitenlandse inmenging in diasporagemeenschappen, kennisdiefstal of de inzet van economische instrumenten."
open_overheid,61,Competitie tussen grootmachten,Erosie van multilaterale veiligheidsorganisaties,"De trans-Atlantische band tussen Europa en de VS blijft een belangrijke pijler van de wereldpolitiek en van het Koninkrijk, maar een gevolg van de toenemende Sino-Amerikaanse rivaliteit is dat de strategische focus van de VS zich structureel van Europa naar Azië verlegt."
open_overheid,61,Russische agressie en instabiliteit in Oekraïne,Veranderingen in de Europese veiligheidsarchitectuur,Door deze Russische actie is oorlog terug op het Europese continent en zijn er significante verschuivingen zichtbaar in de Europese veiligheidsarchitectuur.
open_overheid,61,Competitie tussen grootmachten,Instabiliteit in de internationale rechtsorde,"Dit ontwricht mondiale handels- en investeringsstromen, doet afbreuk aan de culturele en wetenschappelijke relaties, leidt tot erosie van de multilaterale veiligheidsorganisaties en de internationale rechtsorde."
open_overheid,61,Competitie tussen grootmachten,Verlies van strategische focus van de VS op Europa,Een gevolg van de toenemende Sino-Amerikaanse rivaliteit is dat de strategische focus van de VS zich structureel van Europa naar Azië verlegt.
open_overheid,62,De geopolitieke situatie is gespannen en gekenmerkt door multipolariteit en concurrentie.,"Spionage, verstoring en sabotage zijn de voornaamste statelijke dreigingen.","Verschillende landen proberen hun wereldwijde invloed te vergroten, met toenemende spanningen tussen mogendheden tot gevolg."
open_overheid,62,"Spionage, verstoring en sabotage zijn de voornaamste statelijke dreigingen.",De continuïteit van vitale processen kan bedreigd worden door digitale aanvallen.,"Dit heeft mogelijke gevolgen voor de economie, nationale veiligheid en democratische rechtsorde."
open_overheid,62,Digitale middelen worden ingezet door staten om invloed te vergroten.,De integriteit van informatie en kennis kan ondermijnd worden.,Daarnaast kan middels spionage en sabotage de integriteit van informatie en kennis worden ondermijnd en (strategische) afhankelijkheid van andere staten worden gecreëerd.
open_overheid,62,"Spionage, verstoring en sabotage zijn de voornaamste statelijke dreigingen.",Strategische afhankelijkheden kunnen ontstaan door buitenlandse inmenging.,Daarmee is de continuïteit van vitale processen in het geding en dreigt het weglekken van kennis en vertrouwelijke of gevoelige informatie.
open_overheid,62,Nederland is een aantrekkelijk doelwit voor digitale aanvallen.,Zorgen onder Nederlanders over digitale aanvallen zijn toegenomen.,Vier op de tien Nederlanders zegt zich dit jaar weleens zorgen te maken over een digitale aanval van een ander land op Nederland.
open_overheid,62,Multi-domeinbedreigingen zijn zichtbaarder aanwezig.,Cyber is een volwaardig domein van militair optreden.,Cyber is een volwaardig domein van militair optreden.
open_overheid,62,Multi-domeinbedreigingen zijn zichtbaarder aanwezig.,Hybride oorlogvoering wordt meer onderdeel van statelijke activiteiten.,Hybride oorlogvoering – een combinatie van traditionele militaire aanvallen en cyberaanvallen – wordt meer en meer onderdeel van statelijke activiteiten.
open_overheid,63,De openheid van de samenleving biedt ruimte voor kwaadwillende statelijke actoren.,De beïnvloeding van besluitvorming en publieke opinie door staten.,"Het is een ongemakkelijke paradox dat de vrijheden die deze openheid garanderen, kwaadwillende statelijke actoren ook de ruimte bieden om activiteiten te ondernemen die onze nationale veiligheid ondermijnen en daarmee onze vrijheden aantasten."
open_overheid,63,De heropleving van machtspolitieke concurrentie tussen staten.,De toenemende digitale spionage door staten.,"Daarnaast vindt er een heropleving van machtspolitieke concurrentie tussen staten plaats, die verschuivingen binnen het geopolitieke speelveld teweeg brengt."
open_overheid,63,De heropleving van machtspolitieke concurrentie tussen staten.,De heimelijke verwerving van Nederlandse technologie en bedrijven.,"Door globalisering is sprake van groeiende economische interactie, internationalisering van arbeidsmarkten en productieprocessen en liberalisering van het vestigings- en investeringsbeleid."
open_overheid,63,De toenemende digitale spionage door staten.,De digitale sabotage van vitale infrastructuur.,Staten proberen daarbij op steeds assertievere wijze hun eigen belangen te behartigen waardoor bestaande verhoudingen veranderen.
open_overheid,64,Ongewenste buitenlandse inmenging gericht op diaspora.,Ondergraving van de democratische rechtsstaat door statelijke actoren.,Het tweede accent van de aanpak richt zich op het tegengaan van het ondermijnen van de democratische rechtsstaat door statelijke actoren.
open_overheid,64,Verspreiding van desinformatie met als doel de democratische rechtsorde te ondermijnen.,Ondergraving van de democratische rechtsstaat door statelijke actoren.,De verspreiding van desinformatie met als doel de democratische rechtsorde te ondermijnen en te destabiliseren is een reële dreiging.
open_overheid,64,Heimelijke beïnvloeding van de publieke opinie door statelijke actoren.,Ondergraving van de democratische rechtsstaat door statelijke actoren.,De inzet van het kabinet is daarbij met name gericht op het tegengaan van heimelijke beïnvloeding van de publieke opinie door statelijke actoren.
open_overheid,64,Desinformatiecampagnes die de democratische processen beïnvloeden.,Ondergraving van de democratische rechtsstaat door statelijke actoren.,"Acties van statelijke actoren kunnen schade toebrengen aan de politieke en bestuurlijke integriteit wanneer deze onafhankelijke volksvertegenwoordiging, besluitvorming of rechtspraak compromitteert."
open_overheid,65,De internationale veiligheidssituatie is verslechterd.,Nederland kan direct betrokken raken bij een gewapend conflict.,De internationale veiligheidssituatie is de afgelopen jaren sterk verslechterd en dit raakt Nederland. De I&V-diensten geven aan dat als gevolg van de Russische oorlog in Oekraïne het voor het eerst in lange tijd reëel is dat Nederland via de collectieve verdedigingsclausule in het NAVOverdrag (“artikel 5”) direct betrokken raakt bij een grootschalig gewapend conflict.
open_overheid,65,De weerbaarheid van de maatschappij is onvoldoende.,Er is een noodzaak voor aanvullende kabinetsinzet.,"Hoewel dit een stap in de goede richting is, is het in het licht van een mogelijk militair en hybride dreigingsscenario niet voldoende en is er aanvullende kabinetsinzet noodzakelijk."
open_overheid,65,Er is een noodzaak voor aanvullende kabinetsinzet.,De civiele en militaire paraatheid van de EU moet versterkt worden.,"Deze ontwikkelingen maken het noodzakelijk om de weerbaarheid van onze samenleving te verhogen, zoals reeds gesteld in het regeerprogramma."
open_overheid,65,Er is een noodzaak voor aanvullende kabinetsinzet.,De bescherming van vitale processen in de maatschappij is noodzakelijk.,"Daarom zijn adequate voorbereidingen en versterking van de weerbaarheid van overheid, bedrijven en burgers nodig."
open_overheid,65,De weerbaarheid van de maatschappij is onvoldoende.,Een parate en veerkrachtige samenleving is vereist.,"Deze ontwikkelingen maken het noodzakelijk om de weerbaarheid van onze samenleving te verhogen, zoals reeds gesteld in het regeerprogramma."
