Source,Filename,Oorzaak,Gevolg,Citaat
scp,14,Een inkomen onder de armoedegrens maakt het moeilijk om schulden te vermijden.,Problematische schulden kunnen leiden tot een inkomen onder de armoedegrens.,"een inkomen onder de armoedegrens maakt het moeilijk om schulden te vermijden, problematische schuld via bijvoorbeeld een sociaal isolement kan leiden tot een inkomen onder de armoedegrens."
scp,18,Afname van investeringen in klimaat en milieu.,Verminderde aandacht voor brede welvaart op lange termijn.,"De ombuigingen leveren nu financiële ruimte op voor de overheidsfinanciën, maar gaan mogelijk ten koste van de brede welvaart in de toekomst."
scp,18,Afname van investeringen in klimaat en milieu.,De kans dat het huidige klimaatbeleid onvoldoende is om de emissiedoelen te halen.,Op het gebied van klimaatbeleid is de kans groot dat het huidige maatregelenpakket onvoldoende is om de gestelde doelen van 55% emissiereductie in 2030 en 100% reductie in 2050 te halen.
scp,18,Verhoogde armoede door onvoldoende maatregelen.,Afnemend politiek vertrouwen.,"Wanneer dit niet lukt, bestaat het risico dat het vertrouwen daalt."
scp,21,Zorgen over immigratie en integratie.,Zorgen over de opvang van vluchtelingen.,Veel mensen vinden het aantal asielzoekers in Nederland te hoog en maken zich zorgen over de opvang van vluchtelingen.
scp,21,Onvrede over de politiek en de representatieve democratie.,Verlies van vertrouwen in democratische instellingen.,"Mensen die negatiever oordelen over de responsiviteit van Nederlandse politici of zich niet gehoord voelen, hebben minder vertrouwen in de politiek en zijn minder tevreden met de democratie dan mensen die wel vinden dat er voldoende geluisterd wordt."
scp,21,Onvoldoende responsiviteit van de overheid.,Afname van participatie in de politiek.,"Mensen die vinden dat de politiek wel luistert, zijn eerder bereid om politieke besluiten te accepteren."
scp,22,Verslechtering van de binnenmilieu kwaliteit door slechte uitvoering van isolatiemaatregelen.,"Negatieve effecten van isolatie op de binnenmilieukwaliteit, zoals hitteproblematiek.",Een goede kwaliteit van de uitvoering van isolatiemaatregelen is belangrijk vanwege risico op verslechtering binnenmilieu kwaliteit en verstoring habitat.
scp,22,Ongelijke toegang tot subsidies voor woningisolatie.,Onrechtvaardige verdeling van kosten en baten van verduurzaming.,Door ongelijke toegang tot subsidies profiteren woningeigenaren met minder hulpbronnen mogelijk minder van generieke subsidieregelingen.
scp,22,Krapte op de arbeidsmarkt als knelpunt voor het behalen van isolatiedoelstellingen.,Hogere kosten en grotere vraag naar schaarse arbeidskrachten door isolatiemaatregelen.,Een krappe arbeidsmarkt vraagt om een politieke afweging en prioritering binnen de energietransitie.
scp,22,Onvoldoende ventilatie in verduurzamende gebouwen kan leiden tot gezondheidsklachten.,Verslechtering van de binnenmilieu kwaliteit door slechte uitvoering van isolatiemaatregelen.,De kwaliteit van de uitvoering van de isolatiemaatregelen is van belang om alle bredewelvaartsbaten te realiseren die potentieel verbonden zijn aan woningisolatie.
scp,23,Slechte aansluiting van beleid op de leefwereld van burgers.,Ineffectief beleid door onjuiste verwachtingen.,"De basis van beleid wankel blijkt, met ‘wensdenken’ tot gevolg, omdat beleid niet goed aansluit bij de leefwereld van mensen."
scp,23,Onvoldoende kritische beoordeling van onderliggende aannames in beleid.,Slechte aansluiting van beleid op de leefwereld van burgers.,"De kern is dat de onderliggende visies en aannames onvoldoende geëxpliciteerd, bevraagd en getoetst zijn. Daardoor kan de basis van beleid wankel blijken."
scp,23,Onvoldoende aandacht voor sociale verschillen in beleid.,De nadruk op eigen verantwoordelijkheid van burgers kan leiden tot een verwaarlozing van kwetsbare groepen.,"Beleid heeft altijd ideologische elementen en doordat (groepen) mensen verschillend op beleid reageren, is er een mix van mensbeelden in beleid nodig."
scp,23,Individuele rationele keuzes leiden niet altijd tot collectieve gunstige uitkomsten.,Ineffectief beleid door onjuiste verwachtingen.,"Keuzes die voor individuen rationeel zijn, kunnen op samenlevingsniveau leiden tot ongunstige collectieve uitkomsten."
scp,23,Lage vertrouwensniveaus in de overheid.,Ineffectief beleid door onjuiste verwachtingen.,"Dit schaadt het probleemoplossend vermogen om de kwaliteit, draagvlak en effectiviteit van beleid van de overheid te vergroten."
scp,24,Gebrekkige afhandeling van crises.,Laag politiek vertrouwen in de overheid.,"Burgers twijfelen aan het probleemoplossend vermogen van de overheid en aan de wil van politici om problemen op te lossen. Daarbij wijzen ze op de gebrekkige afhandling van verschillende crises, waaronder ook de situatie in Groningen en de toeslagenaffaire."
scp,24,Gebrekkige afhandeling van crises.,Verlies van vertrouwen in de overheid door inadequate crisisrespons.,Burgers twijfelen aan het probleemoplossend vermogen van de overheid en aan de wil van politici om problemen op te lossen.
scp,24,Ongelijkheden en kwetsbaarheden blootgelegd door crises.,Sociale ongelijkheid in herstel na rampen.,Goed overheidsoptreden heeft aandacht voor deze ongelijkheden en de onderliggende institutionele mechanismen die hen onbedoeld in stand houden.
scp,26,De maatschappelijke inzet van jongeren kan ten koste gaan van zelfgekozen persoonlijke ontwikkeling.,De druk op jongeren door maatschappelijke verwachtingen.,Een te groot accent op de maatschappelijke inzet van jongeren in bijvoorbeeld mantelzorg- of vrijwilligerswerk ten koste gaat van zelfgekozen persoonlijke ontwikkeling.
scp,26,Sterke aandacht voor talentontwikkeling kan bijdragen aan een verhoging van prestatiedruk.,Jongeren ervaren druk door schoolwerk en prestatiedruk.,Sterke aandacht voor talentontwikkeling kan bijdragen aan een verhoging van prestatiedruk.
scp,26,Jongeren maken zich zorgen over hun maatschappelijke positie en toekomst.,De participatie van jongeren in beleidsprocessen is niet altijd representatief.,"Jongeren maken zich zorgen over hun maatschappelijke positie, participatievermogen en toekomst."
scp,27,Stijging van psychosomatische klachten onder jongeren.,"Daling van de schoolwaardering onder jongeren, vooral bij meisjes.",De stijging in deze klachten tussen 2017/18 en 2021/22 leidt tot een minder gunstige positie van Nederlandse jongeren.
scp,28,Onvoldoende bereik van hulp en ondersteuning door gemeenten.,Emotionele barrières bij inwoners om hulp te zoeken.,"Die consequenties kunnen groot zijn. De problemen van mensen kunnen verergeren als hulp uitblijft, bijvoorbeeld bij schulden- of drugsproblematiek."
scp,28,Emotionele barrières bij inwoners om hulp te zoeken.,Onvoldoende bereik van hulp en ondersteuning door gemeenten.,"Mensen emotioneel zijn, de overheid soms niet vertrouwen, bang zijn dat ze een formulier verkeerd invullen en een boete krijgen."
scp,28,Kloof tussen leefwereld en systeemwereld.,Onvoldoende bereik van hulp en ondersteuning door gemeenten.,Er is dus sprake van een kloof tussen leefwereld en systeemwereld.
scp,28,Emotionele barrières bij inwoners om hulp te zoeken.,Ongelijkheid in toegang tot zorg en ondersteuning.,"Die houding zal volgens haar moeten veranderen om mensen die hulp en ondersteuning nodig hebben maar geen expliciete hulpvraag, toch te kunnen helpen."
scp,29,Afname van politiek vertrouwen.,Zorgen over polarisatie in Nederland.,Wel staat het politieke vertrouwen in recente cijfers onder druk. [...] veel Nederlanders zich zorgen maken over polarisatie in Nederland.
scp,29,Afname van vertrouwen in grote bedrijven.,Afname van maatschappelijke participatie.,Het vertrouwen in grote bedrijven sinds 2012 gedaald (met 10 procentpunt) en het vertrouwen in ambtenaren is vrijwel gelijk gebleven. [...] Maatschappelijke participatie tendeert naar een lichte afname.
scp,32,Discriminatie op de arbeidsmarkt.,Groepen leven langs elkaar heen zonder interactie.,"Bovendien leidt discriminatie tot grotere kansenongelijkheid tussen groepen burgers en tot grotere segregatie, waarmee de sociale samenhang in de samenleving kleiner wordt."
scp,32,Institutionele discriminatie binnen instituties.,Afname van sociale cohesie door discriminatie.,"Omdat ervaren discriminatie gepaard gaat met minder institutioneel vertrouwen, negatievere opvattingen over andere groepen, en mogelijk een afkeer van de samenleving, is ervaren discriminatie een bedreiging voor de sociale cohesie in de samenleving."
scp,32,Ervaren discriminatie door de bevolking.,Afname van sociale cohesie door discriminatie.,"Omdat ervaren discriminatie gepaard gaat met minder institutioneel vertrouwen, negatievere opvattingen over andere groepen, en mogelijk een afkeer van de samenleving, is ervaren discriminatie een bedreiging voor de sociale cohesie in de samenleving."
scp,32,Segregatie tussen verschillende groepen in de samenleving.,Afname van sociale cohesie door discriminatie.,"Er lijkt eveneens een risico voor de sociale cohesie als mensen zich louter begeven onder mensen met een vergelijkbare achtergrond en een vergelijkbaar leven, er weinig overbruggende ontmoetingen plaatsvinden en met name als groepen echt langs elkaar heen leven."
scp,33,Verandering in de samenstelling van de bevolking door migratie.,"Ongelijkheid in economisch, sociaal, cultureel en persoonskapitaal.","Door migratie is een diverse samenleving ontstaan. (...) Een andere manier om naar diversiteit te kijken, is door de mate waarin burgers over economisch, sociaal, cultureel en persoonskapitaal beschikken in ogenschouw te nemen."
scp,33,"Ongelijkheid in economisch, sociaal, cultureel en persoonskapitaal.",Gezondheidsproblemen bij laagopgeleide gepensioneerden.,"Burgers die tot deze groep worden gerekend, beschikken bovendien nauwelijks over een instrumenteel sociaal netwerk. De gemiddelde leeftijd is relatief hoog. Een relatief groot deel heeft een migratieachtergrond, en deze burgers stemmen vaak PvdA, PVV of CDA – of stemmen niet."
scp,33,"Ongelijkheid in economisch, sociaal, cultureel en persoonskapitaal.",Geringe digitale vaardigheden en slechte beheersing van het Engels in het precariaat.,"Het precariaat beschikt van alle groepen het vaakst niet over een startkwalificatie, heeft verhoudingsgewijs vaker gezondheidsproblemen, heeft geringe digitale vaardigheden en een slechte beheersing van het Engels."
scp,33,"Ongelijkheid in economisch, sociaal, cultureel en persoonskapitaal.",Beperkt sociaal netwerk in het precariaat.,"Burgers die tot deze groep worden gerekend, beschikken bovendien nauwelijks over een instrumenteel sociaal netwerk."
scp,33,"Ongelijkheid in economisch, sociaal, cultureel en persoonskapitaal.",Relatief hoge gemiddelde leeftijd van het precariaat.,De gemiddelde leeftijd is relatief hoog.
scp,34,Niet-bereik van kwetsbare groepen door gemeenten en dienstverleners.,Onvoldoende ondersteuning voor mensen in kwetsbare situaties.,"Wanneer mensen niet de ondersteuning krijgen die zij wel nodig hebben, kunnen hun problemen verergeren."
scp,34,Onvoldoende tijd en ruimte voor hulpverleners.,Onvoldoende samenwerking tussen verschillende hulpinstanties.,"Hulpverleners vaak onvoldoende tijd en ruimte om op inwoners die vastlopen in hun problemen af te kunnen stappen, en samen te werken met netwerkpartners in het sociaal domein."
scp,34,Onvoldoende ondersteuning voor mensen in kwetsbare situaties.,Ongelijke kansen tussen groepen mensen in de samenleving.,Daardoor missen gemeenten mensen die niet zelf om hulp komen vragen.
scp,44,De stijgende vraag naar zorg door het toenemend aantal ouderen.,De druk op mantelzorgers door vergrijzing en toenemende vraag naar zorg.,"De druk op mantelzorg wordt steeds groter, onder meer doordat het aantal mantelzorgers door de vergrijzing achterblijft bij de vraag."
scp,44,De verhoging van eigen betalingen voor zorg kan leiden tot armoede.,De zorgen over bestaanszekerheid in de samenleving.,"Het verhogen van de eigen bijdrage kan leiden tot armoede, waardoor de druk op de sociale voorzieningen kan toenemen."
scp,44,De verhoging van eigen betalingen voor zorg kan leiden tot armoede.,De noodzaak voor adequate ondersteuning van mensen in kwetsbare situaties.,"Als de eigen betalingen voor zorg hoger worden, zouden mensen met weinig inkomen en andere hulpbronnen zorg kunnen mijden."
scp,44,De mogelijkheid van onderbehandeling van gezondheidsproblemen.,De zorgen over bestaanszekerheid in de samenleving.,Dit kan leiden tot grotere gezondheidsproblemen en op termijn alsnog tot hogere zorgkosten.
scp,46,Verschillen in visies tussen burgers en overheid op verantwoordelijkheidsverdeling.,Verlies van vertrouwen van burgers in de overheid.,"Wanneer visies sterk uiteenlopen, kan dit gevolgen hebben voor het vertrouwen van burgers in de overheid."
scp,46,Verschillen in visies tussen burgers en overheid op verantwoordelijkheidsverdeling.,Ongelijkheid in de verdeling van hulpbronnen.,Visieverschillen vormen zo ook een risico voor het halen van beleidsdoelen.
scp,48,Beperkte financiële handelingsruimte van de overheid,Minder overheidsvoorzieningen,Bij gelijkblijvend beleid zouden huidige en volgende generaties geconfronteerd kunnen worden met minder overheidsvoorzieningen.
scp,48,Vergrijzing,Knelpunten in zorg en ondersteuning,"Knelpunten van verschillende aard doen zich al voor op het gebied van zorg en ondersteuning, bestaanszekerheid, huisvesting."
scp,49,Burgers voelen zich niet gezien en gehoord door de overheid.,Er is een gebrek aan vertrouwen tussen burgers en de overheid.,"Een substantiële groep mensen in de Nederlandse samenleving voelt zich niet gezien en gehoord, wat leidt tot wantrouwen, gepolariseerde opvattingen en onvrede."
scp,49,Burgers voelen zich niet gezien en gehoord door de overheid.,De frustratie van burgers die niet gehoord worden in participatietrajecten.,"Een substantiële groep mensen in de Nederlandse samenleving voelt zich niet gezien en gehoord, wat leidt tot wantrouwen, gepolariseerde opvattingen en onvrede."
scp,49,Er is een gebrek aan vertrouwen tussen burgers en de overheid.,De wanhoop van burgers die niet weten waar ze terecht kunnen voor participatie.,"Een substantiële groep mensen in de Nederlandse samenleving voelt zich niet gezien en gehoord, wat leidt tot wantrouwen, gepolariseerde opvattingen en onvrede."
scp,49,Er is sprake van schijnparticipatie in beleidsprocessen.,Burgers hebben niet de juiste informatie om mee te praten over beleid.,Het gaat om kennisdeling. Je kunt geen inclusieve resultaten verwachten in exclusieve processen.
scp,50,Verlies van controle en onzekerheid onder kwetsbare groepen.,Wantrouwen in de overheid.,Voor mensen met weinig hulpbronnen komt dit verlies aan controle boven op een situatie waarin zij dagelijks onzeker zijn over hun bestaan. Daar komt bij dat vooral mensen met weinig hulpbronnen het gevoel hebben dat de politiek niet naar hen luistert en niet goed weet wat hun problemen zijn.
scp,50,Wantrouwen in de overheid.,Afname van sociale cohesie door gescheiden leefwerelden.,Gevoelens van uitsluiting hebben niet alleen negatieve psychologische consequenties voor mensen zelf en voor hun houding ten opzichte van het gezag waardoor zij zich niet vertegenwoordigd zien. Ze kunnen ook leiden tot verwijdering en polarisatie.
scp,50,Afname van sociale cohesie door gescheiden leefwerelden.,Sceptische visies in het coronadebat kunnen leiden tot verdeeldheid in de samenleving.,Die breuklijnen worden versterkt doordat mensen elkaar opzoeken op sociale media en een positieve identiteit ontlenen aan interactie met gelijkgestemden.
scp,51,De aandacht voor menselijkheid binnen organisaties is onvoldoende.,Mensen ervaren een gebrek aan zingeving in hun werk.,Er wordt vergeten dat als mensen een organisatie of onderneming binnenstappen ze een stukje van zichzelf weglaten.
scp,51,Mensen ervaren een gebrek aan zingeving in hun werk.,De combinatie van werk en zorg kan leiden tot uitval van werknemers.,"Als mensen de zin van hun werk niet meer inzien, overvraagd worden of zich ondergewaardeerd of buitengesloten voelen, haken mensen af."
scp,51,De focus op hyperefficiëntie en kostenbesparing door de overheid.,De maatschappelijke inrichting op het anderhalf-verdienmodel.,"Alles is nu gericht op hyperefficiency en kostenbesparing, terwijl er behoefte is aan visie en betekenis."
scp,51,De combinatie van werk en zorg kan leiden tot uitval van werknemers.,Kansenongelijkheid ontstaat door de keuze van vrouwen voor zorg en mannen voor werk.,"We zien dat vrouwen voor zorg kiezen en mannen voor werk, wat kansenongelijkheid in de hand werkt."
scp,51,"Vergrijzing, internationalisering, technologisering en flexibilisering vragen steeds meer van werknemers.",De inrichting van werk vraagt om herbezinning om beter aan te sluiten bij de behoeften van mensen.,Als we willen investeren in de kwaliteit van werk vraagt dat om culturele en structurele veranderingen.
scp,52,Afname van welbevinden bij ouderen.,Verlies van participatie door ouderen.,Een eenzijdige focus op maatschappelijke uitdagingen leidt er gemakkelijk toe dat vooral naar ouderen gekeken wordt voor mantelzorg of werk.
scp,52,Afname van sociale netwerken bij ouderen.,Eenzaamheid onder ouderen.,Het verengen van beleid tot inzet op participatie van vitale ouderen in informele zorgtaken heeft als risico dat het welbevinden daaronder lijdt.
scp,52,Beperkingen in participatie door zorgafhankelijkheid.,Afname van welbevinden bij ouderen.,Het bevorderen van brede participatie en gelijke kansen in de vitale derde levensfase kan de bestaande trend versterken dat deze fase gemiddeld langer aanhoudt.
scp,52,Ongelijke kansen voor ouderen.,Afname van welbevinden bij ouderen.,Beleid baseren op de eigen regie en digitale vaardigheden van ouderen zonder aandacht voor mogelijkheden in de leefomgeving zal leiden tot kansenongelijkheid.
scp,52,Druk op zorgsystemen door vergrijzing.,Afname van welbevinden bij ouderen.,Een verouderende bevolking met meer zorgafhankelijkheid legt druk op de samenleving op onder meer de terreinen van welzijn.
scp,61,Politieke uitsluiting van specifieke groepen.,Ongelijkheid in politieke participatie.,Het vertrouwen en de legitimiteit van onze democratie komt onder druk te staan als specifieke groepen burgers zich politiek buitengesloten voelen en minder participeren.
scp,61,Ongelijkheid in politieke participatie.,Politieke uitsluiting van specifieke groepen.,De problemen van kiezersgroepen die minder participeren krijgen politiek minder aandacht en hierdoor wordt het gevoel niet gehoord en gezien te worden versterkt.
scp,61,Politieke uitsluiting van specifieke groepen.,Laag politiek vertrouwen onder minderheden.,Wanneer specifieke groepen in de samenleving zich politiek buitengesloten voelen en in vergelijking met andere groepen minder participeren.
scp,61,Ervaren discriminatie en uitsluiting van minderheden.,Laag politiek vertrouwen onder minderheden.,We constateren in het onderzoek dat ervaren uitsluiting een belangrijke achterliggende factor is voor ervaren representatie en vertrouwen.
scp,61,Laag politiek vertrouwen onder minderheden.,Beperkte politieke vertegenwoordiging van mensen met een migratieachtergrond.,Het blijkt hier te gaan om een breed gevoel van uitsluiting. Respondenten uit dit onderzoek vinden dat de politiek en de politici te weinig aandacht hebben voor hun leefwereld.
scp,61,De disconnectie tussen wat politici doen en wat burgers willen.,Institutioneel wantrouwen in politieke instituties.,Ook voor personen met een praktische opleiding is dit een belangrijke reden voor afstand tot de politiek.
scp,62,Onvrede onder burgers over het functioneren van politieke instituties.,Afname van steun voor de parlementaire democratie.,"De laatste jaren is er grote onvrede onder Nederlandse burgers over het functioneren van de politieke instituties, maar de steun voor de democratie en veel van haar waarden is en blijft groot."
scp,62,Onvoldoende responsiviteit van de politiek naar burgers.,Afname van politiek vertrouwen.,"Mensen die vooral een gebrek aan daadkracht ervaren, kijken daarom mogelijk eerder naar een sterke leider."
scp,62,Ongelijke behandeling van groepen in de samenleving.,Onvoldoende bescherming van de rechten van minderheden.,Zo’n twee vijfde van de mensen maakt ook verschil tussen de rechten van de meerderheid en de rechten van de minderheid.
scp,62,Spanning tussen democratie en rechtsstaat.,Afname van de legitimiteit van de democratische rechtsstaat.,"Democratische waarden, in het bijzonder de meerderheidsregel, kunnen op gespannen voet staan met rechtsstatelijke waarden."
scp,64,Negatieve stemming en onvrede over de politiek.,Afname van politieke participatie.,"Een veronderstelling is dat een negatieve stemming over de politiek en de toekomst van het land zorgt voor bepaald gedrag, zoals meer of minder meedoen aan politieke en maatschappelijke activiteiten en (protest)acties tegen de overheid."
scp,64,Afname van vertrouwen in politieke instituties.,Onvrede over de overheid en het politieke systeem.,Steun voor harde acties tegen de overheid leeft sterker bij mensen die weinig vertrouwen hebben in de politiek en die vinden dat de politiek niet naar ze luistert.
scp,64,Onvrede over de overheid en het politieke systeem.,Afname van politieke participatie.,"Bij politiek en beleidsmakers bestaan er zorgen over de gevolgen van een negatieve stemming. De verwachting is dat (on)tevredenheid en pessimisme samenhangen met gedragsintenties en gedrag, zoals meer of minder meedoen aan politieke en maatschappelijke activiteiten."
scp,64,Maatschappelijk onbehagen en pessimisme.,Afname van politieke participatie.,"De verwachting is dat (on)tevredenheid en pessimisme samenhangen met gedragsintenties en gedrag, zoals meer of minder meedoen aan politieke en maatschappelijke activiteiten."
scp,67,De druk op jongeren om breed mee te doen in de samenleving neemt toe.,De ervaren school- en prestatiedruk onder jongeren is toegenomen.,De druk om breed mee te doen in de samenleving neemt ook bij jongeren toe... Dit heeft te maken met... de veranderende verzorgingsstaat.
scp,67,De urgentie van mantelzorg neemt toe door een krimpende beroepsbevolking.,De mentale gezondheid van jongeren staat onder druk door verschillende factoren.,"De urgentie van die laatstgenoemde activiteiten neemt toe, omdat de beroepsbevolking krimpt... daarbij lijkt maar weinig rekening te worden gehouden met hoe alle activiteiten samenkomen in het leven van jongeren."
scp,67,De ervaren school- en prestatiedruk onder jongeren is toegenomen.,De stress en emotionele problemen van jongeren zijn toegenomen.,Wel weten we dat de ervaren school- en prestatiedruk de afgelopen jaren is toegenomen. Dit hangt samen met toenemende stress en emotionele problemen van jongeren.
scp,70,Stijging van het aantal mensen dat in armoede leeft.,Laag vertrouwen van de meerderheid van de Nederlanders in de politiek en overheid.,Mede daardoor is het vertrouwen van de meerderheid van de Nederlanders in de politiek en overheid laag.
scp,70,De overheid lost maatschappelijke problemen niet op.,Laag vertrouwen van de meerderheid van de Nederlanders in de politiek en overheid.,Mede daardoor is het vertrouwen van de meerderheid van de Nederlanders in de politiek en overheid laag.
scp,70,Klimaatverandering en biodiversiteitsverlies.,Onhoudbaar niveau van zorg en ondersteuning in de toekomst.,"Dit vraagt om politieke keuzes rondom het tempo van verduurzaming; ofwel, afwijken of conformeren naar bestaande duurzaamheidsdoelstellingen of juist versnellen."
scp,71,Negatieve stemming over de richting van het land.,Ontevredenheid over de politiek en het functioneren van de politiek.,De reden voor deze negatieve stemming over het land en de politiek is dat mensen veel maatschappelijke uitdagingen zien en vinden dat de politiek deze niet oplost.
scp,71,Ontevredenheid over de politiek en het functioneren van de politiek.,Negatieve stemming over de richting van het land.,"De opstelling en het functioneren van de politiek zelf is daarmee ook onderdeel van het probleem, zo vinden velen."
scp,71,Verwachte verslechtering van de economie en de eigen financiële situatie.,Negatieve stemming over de richting van het land.,Bijna de helft (48%) verwacht in het voorjaar van 2023 dat het slechter gaat met de economie.
scp,73,De vergrijzing leidt tot een toenemende vraag naar mantelzorg.,De combinatie van werk en mantelzorg leidt tot overbelasting van mantelzorgers.,Het geven van intensievere mantelzorg kan echter ten koste gaan van (meer) deelname aan betaald werk en andersom.
scp,73,De vergrijzing leidt tot een toenemende vraag naar mantelzorg.,De zorgsector staat onder druk door een tekort aan middelen.,De druk op de mantelzorg neemt ook toe door ontwikkelingen in het beleid – denk aan het beleid om ouderen langer thuis te laten wonen.
