Source,Filename,Bedreiging,Categorie,Citaat
cpb,3,Hoge armoede-intensiteit onder deeltijdwerkers.,Sociaal & Maatschappelijk,ongeveer 86% van de werknemers onder de armoedegrens in deeltijd werkt.
cpb,3,Hoge percentages niet-gebruik van toeslagen onder werknemers en zelfstandigen.,Sociaal & Maatschappelijk,Het niet-gebruik van toeslagen is ook relatief hoog onder werknemers en zelfstandigen.
cpb,3,Onvoldoende inkomen voor bijstandsuitkeringsgerechtigden.,Sociaal & Maatschappelijk,het sociaal minimum (uitkering en aan te vragen toeslagen) niet altijd toereikend is om aan alle noodzakelijke uitgaven te voldoen.
cpb,3,Hoge armoede-intensiteit onder alleenstaanden zonder kinderen.,Sociaal & Maatschappelijk,1641 82 164 328 492
cpb,3,Hoge armoede-intensiteit onder alleenstaanden met twee kinderen.,Sociaal & Maatschappelijk,2507 125 251 501 752
cpb,3,Hoge armoede-intensiteit onder paren zonder kinderen.,Sociaal & Maatschappelijk,2223 111 222 445 667
cpb,3,Hoge armoede-intensiteit onder paren met twee kinderen.,Sociaal & Maatschappelijk,2923 146 292 585 877
cpb,3,Complexiteit van het fiscale- en socialezekerheidsstelsel door specifiek beleid.,Sociaal & Maatschappelijk,Dit heeft als risico dat het fiscale- en socialezekerheidsstelsel nog complexer wordt.
cpb,3,Beperkingen van de armoede-intensiteit als indicator voor beleid.,Sociaal & Maatschappelijk,"De armoede-intensiteit geeft inzicht in de diepte van armoede, maar kent ook beperkingen als indicator om beleidsmatig op te sturen."
cpb,3,Dynamiek op persoons- en huishoudensniveau heeft een groter effect op armoede-intensiteit.,Sociaal & Maatschappelijk,Op lange termijn heeft deze dynamiek een groter effect op de armoede-intensiteit.
cpb,3,Onvolledige AOW-uitkering voor gepensioneerden.,Sociaal & Maatschappelijk,De armoede onder gepensioneerden ontstaat meestal door een onvolledige AOW-uitkering.
cpb,3,Onzekerheid van inkomsten voor zelfstandigen.,Economisch,Hun inkomsten zijn vaak onzeker en schommelen met de conjunctuur mee.
cpb,5,Langdurig niet-gebruik van toeslagen door een deel van de rechthebbenden.,Sociaal & Maatschappelijk,Bij alle toeslagen zien we dat een deel van de rechthebbenden jaar op jaar geen gebruik maakt van een toeslag terwijl ze er wel recht op hebben.
cpb,5,Het niet-gebruik van toeslagen door kwetsbare huishoudens.,Sociaal & Maatschappelijk,de vraag in hoeverre de huishoudens voor wie de toeslagen bedoeld zijn ook daadwerkelijk bereikt worden.
cpb,5,Het niet-gebruik van zorgtoeslag door jongeren.,Sociaal & Maatschappelijk,Specifiek bij de zorgtoeslag valt op dat vooral jongeren een laag niet-gebruik kennen.
cpb,5,Ongelijkheid in toegang tot toeslagen voor alleenstaande ouders.,Sociaal & Maatschappelijk,"Met name voor de specifieke groep van alleenstaande ouders met lage inkomens die in een huurwoning wonen, bestaat het besteedbaar inkomen hierdoor voor een steeds groter gedeelte uit toeslagen."
cpb,5,Financieel verlies door niet-aangevraagde zorgtoeslag.,Economisch,In totaal werd in 2021 bijna 632 mln euro niet aangevraagd.
cpb,5,Complexiteit van het toeslagensysteem.,Sociaal & Maatschappelijk,De focus ligt op de steeds verdere uitdijing en toegenomen complexiteit van het toeslagensysteem.
cpb,5,Onzekerheid over recht op toeslagen.,Sociaal & Maatschappelijk,"Het automatisch toekennen van toeslagen op basis van gegevens uit het verleden is echter niet mogelijk, omdat hieruit niet met zekerheid is af te leiden of een huishouden nog steeds recht heeft op een toeslag."
cpb,5,Hogere inkomens leiden tot afbouw van huurtoeslag.,Economisch,Boven de gezamenlijke vermogensgrens vervalt het recht op huurtoeslag.
cpb,5,Stigmatiserende werking van aanvragen voor toeslagen.,Sociaal & Maatschappelijk,Zo vormt beperkt financieel voordeel internationaal gezien vaak een relatief belangrijke verklaring voor niet-gebruik.
cpb,5,Moeilijk te bereiken huishoudens voor toeslagen.,Sociaal & Maatschappelijk,Dit is over het algemeen wel een groep die moeilijk te bereiken is.
cpb,7,De grilligheid van geopolitieke ontwikkelingen zorgt voor meer onzekerheid in de mondiale economische situatie.,Geopolitiek & militair,De grilligheid van geopolitieke ontwikkelingen zorgt voor meer onzekerheid in de mondiale economische situatie.
cpb,8,Afname van de werkgelegenheid door vergrijzing.,Sociaal & Maatschappelijk,de werkgelegenheid minder groeit als gevolg van een vergrijzende beroepsbevolking.
cpb,8,De economische groei op de middellange termijn neemt af.,Economisch,Op de middellange termijn neemt de bbp-groei af.
cpb,8,Onzekerheid door geopolitieke ontwikkelingen.,Geopolitiek & militair,de oorlog in Oekraïne en het conflict in het Midden-Oosten.
cpb,8,De raming van het overheidstekort loopt op.,Economisch,Overheidstekort loopt op.
cpb,8,Hoge woonlasten remmen de groei van woningprijzen.,Economisch,de remmende werking van de hoge woonlasten zorgt ervoor dat deze geleidelijk meer in lijn komen met de beschikbare inkomens van huishoudens.
cpb,8,Stijgende armoede door beleidsmaatregelen.,Sociaal & Maatschappelijk,de tegemoetkoming arbeidsongeschiktheid in 2027 en de hervatting van de afbouw van de dubbele heffingskorting in de bijstand in 2028 leiden tot meer armoede.
cpb,8,De stikstofproblematiek vormt een risico voor woninginvesteringen.,Ecologisch,De stikstofproblematiek vormt een risico.
cpb,8,Onzekerheid over de impact van kunstmatige intelligentie op productiviteitsgroei.,Technologisch & digitaal,"Kunstmatige intelligentie zou deze trend kunnen keren, maar het is onzeker in welke mate en op welke termijn."
cpb,8,De werkloosheid neemt toe.,Economisch,Een oplopende werkloosheid resulteert in hogere uitgaven aan WW- en bijstandsuitkeringen.
cpb,8,De zorguitgaven nemen toe.,Gezondheid,"De collectieve zorguitgaven nemen toe van 9,4% bbp in 2025 tot 10,9% bbp in 2033."
cpb,8,De bruto collectieve uitgavenquote stijgt.,Economisch,"De bruto collectieve uitgavenquote stijgt in 2025 en 2026 tot respectievelijk 44,0% en 45,2% bbp."
cpb,8,De koopkracht van gepensioneerden met hogere inkomens neemt af.,Sociaal & Maatschappelijk,Gepensioneerden gaan er juist het minst op vooruit
cpb,8,De afschaffing van de maximale huurgrens kan leiden tot een toename van armoede.,Sociaal & Maatschappelijk,"Daarentegen tellen de servicekosten vanaf 2026 niet meer mee voor de huurtoeslag, waardoor armoede iets toeneemt."
cpb,8,De invoering van een vrachtwagenheffing.,Economisch,de invoering van een vrachtwagenheffing voor stijgende lasten.
cpb,8,De gemiddelde dekkingsgraad van pensioenfondsen daalt.,Economisch,"de gemiddelde dekkingsgraad van pensioenfondsen gedaald van 116,8% naar 113,9%"
cpb,9,Stijgende zorguitgaven door demografische ontwikkelingen.,Gezondheid,De belangrijkste oorzaak van de stijgende zorguitgaven is de demografische ontwikkeling.
cpb,9,Krapte op de arbeidsmarkt in de zorgsector.,Sociaal & Maatschappelijk,In een krappe arbeidsmarkt kan het een uitdaging zijn voor de zorgsector om voldoende personeel aan te trekken en te behouden.
cpb,9,Hogere zorguitgaven door stijgende reële lonen en prijzen in de zorg.,Economisch,"De prijs van de inputs van zorg kan sterker stijgen, vooral door de loonstijgingen."
cpb,9,Toenemende vraag naar langdurige zorg door vergrijzing.,Gezondheid,Zo leidt vergrijzing tot een toenemende vraag naar langdurige zorg.
cpb,9,Technologische en sociaal-culturele ontwikkelingen die de zorguitgaven beïnvloeden.,Technologisch & digitaal,"De overige groei is een restpost die alle overige groeifactoren bevat die de zorguitgaven beïnvloeden, zoals technologische of sociaal-culturele ontwikkelingen."
cpb,9,Beleid heeft een beperkt effect op de uitgavenraming in de meeste sectoren.,Sociaal & Maatschappelijk,In de overige sectoren heeft beleid een beperkt effect op de uitgavenraming.
cpb,9,Verlaging van het verplicht eigen risico leidt tot hogere netto-uitgaven.,Gezondheid,De verlaging van het eigen risico leidt tot minder eigen betalingen en dus hogere netto-uitgaven.
cpb,9,De groei van de zorguitgaven in de periode 2026-2033.,Economisch,In totaal nemen de uitgaven in de vier hoofdsectoren tussen 2026 en 2033 toe van ongeveer 117 mld euro tot 170 mld euro.
cpb,9,De zorgsector heeft een steeds groter aandeel in de economie.,Economisch,"De vraag naar zorg in de MLT-periode stijgt, waardoor de zorgsector een steeds groter aandeel in de economie zal hebben."
cpb,9,De fluctuaties in zorguitgaven door veranderingen in wettelijke regelingen.,Economisch,Dit zorgt voor reeksbreuken in de ontwikkeling van de zorguitgaven per regeling.
cpb,10,Noodzaak van actualisatie van databestanden voor nauwkeurige ramingen.,Economisch,Het CPB maakt in de ramingen en doorrekeningen gebruik van microsimulatiemodellen.
cpb,10,Invloed van de coronapandemie op inkomensdata en werkgelegenheid.,Gezondheid,wegvallen van inkomen door corona
cpb,10,"Ongelijkheid in armoedecijfers, vooral bij kinderarmoede.",Sociaal & Maatschappelijk,"De grootste verschillen (0,5% tot 0,7% naar boven bij kinderarmoede) zitten in de eerste jaren tot 2023."
cpb,10,Beperkingen in de sociale zekerheid door veranderingen in uitkeringen en voorzieningen.,Sociaal & Maatschappelijk,De update van het IPO-bestand heeft ook invloed op de ramingen van de sociale zekerheid.
cpb,10,Geanonimiseerde microdata bemoeilijkt analyse.,Technologisch & digitaal,Alle data zijn door het CBS geanonimiseerd voordat ze aan het CPB zijn geleverd.
cpb,11,Verhoogde inflatie,Economisch,"Inflatie, nationale consumentenprijsindex (cpi, %) 2,1 5,0 2,3 2,1"
cpb,11,Stijgende werkloosheid,Sociaal & Maatschappelijk,"Werkloze beroepsbevolking (niveau in eindjaar in % beroepsbevolking) 4,2 3,8 4,3 4,5"
cpb,11,Afname van de economische groei,Economisch,"Bruto binnenlands product (bbp, economische groei, %) 1,7 2,0 1,4 0,9"
cpb,11,Stijgende armoede onder kinderen,Sociaal & Maatschappelijk,"Kinderen in armoede (%)(b) 5,6 3,2 2,7 2,8"
cpb,11,Daling van de koopkracht,Sociaal & Maatschappelijk,"Koopkracht, statisch, mediaan alle huishoudens (%)(a) 1,1 0,1 0,8 0,6"
cpb,11,Verhoogde werkdruk door dalende werkgelegenheid,Sociaal & Maatschappelijk,"Werkgelegenheid (in uren, %) 1,4 1,5 0,4 0,0"
cpb,11,Stijgende kosten van overheidsconsumptie,Economisch,"Prijs overheidsconsumptie, beloning werknemers (%) 2,9 5,3 4,1 3,6"
cpb,12,Afname van de arbeidsparticipatie onder de leeftijdsgroep 55 tot 65 jaar.,Sociaal & Maatschappelijk,minder arbeidsaanbod in de leeftijdsgroep 55 tot 65.
cpb,12,Toename van de arbeidsparticipatie onder ouderen.,Sociaal & Maatschappelijk,de arbeidsparticipatie van personen boven de 55 jaar neemt tussen 2025 en 2033 nog flink toe.
cpb,12,Veranderingen in de leeftijdsverdeling binnen de bevolking.,Sociaal & Maatschappelijk,"veranderingen in de leeftijdsverdeling binnen de bevolking, die een drukkend effect hebben."
cpb,12,Afname van de groei in de participatiegraad.,Sociaal & Maatschappelijk,de groei in de participatiegraad en de groei van de bevolking afnemen.
cpb,12,Hogere werkdruk door stijging van het aantal gewerkte uren per werkende.,Sociaal & Maatschappelijk,"Het structureel aantal gewerkte uren per week per werkende stijgt van 31,2 uur in 2024 naar 31,5 uur in 2033."
cpb,12,Veranderingen in de participatiegraad van jongeren.,Sociaal & Maatschappelijk,de arbeidsparticipatie neemt ook licht toe onder mannen tussen de 15 en 24 jaar.
cpb,12,Veranderingen in het arbeidsaanbodmodel door geactualiseerde gegevens.,Economisch,De opwaartse aanpassing is het gevolg van geactualiseerde gegevens en een herschatting van het arbeidsaanbodmodel.
cpb,12,Veranderingen in de bevolkingsprognose.,Economisch,de meest recente CBS-bevolkingsprognose verwerkt.
cpb,12,De bevolkingsgroei van 15 tot 75 jaar is aan het afnemen.,Sociaal & Maatschappelijk,"de bevolking van 15 tot 75 jaar groeit in de MLT-periode met gemiddeld 0,2% per jaar."
cpb,12,Het migratiesaldo daalt.,Sociaal & Maatschappelijk,doordat het migratiesaldo (aantal immigranten minus aantal emigranten) daalt.
cpb,12,De natuurlijke aanwas van de bevolking is zeer gering.,Sociaal & Maatschappelijk,De natuurlijke aanwas (aantal levend geboren kinderen minus het aantal overledenen) is in de MLT-jaren zeer gering.
cpb,12,Onzekerheid over de bevolkingsprognose.,Sociaal & Maatschappelijk,Ramingen zijn altijd onzeker.
cpb,12,Onzekerheid over migratie.,Sociaal & Maatschappelijk,Zo hangt de bevolkingsprognose af van verwachtingen over migratie.
cpb,12,Stijging van de levensverwachting.,Gezondheid,de stijging van de levensverwachting
cpb,12,Effecten van beleidswijzigingen op het arbeidsaanbod.,Economisch,We houden rekening met vastgesteld beleid dat effect heeft op het toekomstige arbeidsaanbod.
cpb,12,Veranderingen in belastingtarieven of toeslagen.,Economisch,Voorbeelden zijn veranderingen in belastingtarieven of toeslagen.
cpb,12,Onzekerheid over de effecten van beleid op het arbeidsaanbod.,Economisch,Ook de effecten van beleid op het toekomstige arbeidsaanbod zijn onzeker.
cpb,12,Beperkt negatief effect van nieuw beleid op het structurele arbeidsaanbod.,Economisch,Nieuw beleid ten tijde van de MEV 2025 had een beperkt negatief effect op het structurele arbeidsaanbod.
cpb,12,De gemiddelde pensioenleeftijd stijgt.,Sociaal & Maatschappelijk,Dat komt mede door de hogere gemiddelde pensioenleeftijd.
cpb,12,De afname van het aandeel 25- tot 55-jarigen in de werkenden.,Economisch,Tegelijk is het aandeel 25- tot 55-jarigen in de werkenden de afgelopen twintig jaar afgenomen.
cpb,12,De afname van gewerkte uren per werkende in de groep 15- tot 35-jarigen.,Economisch,Het aantal gewerkte uren per werkende binnen de groep 15- tot 35-jarigen is afgenomen.
cpb,12,Verandering in de definitie van migratieachtergrond.,Sociaal & Maatschappelijk,De herziening van het model leidde tot een opwaartse aanpassing van het arbeidsaanbod met 351 dzd personen in 2033.
cpb,13,De energietransitie vereist aanzienlijke extra investeringen van bedrijven.,Economisch,De energietransitie vergt extra investeringen van bedrijven.
cpb,13,De huidige investeringen zijn onvoldoende om de klimaatdoelen te behalen.,Ecologisch,Nederland ligt op dit moment nog niet op koers om de klimaatdoelen te halen.
cpb,13,Er is een risico op verdringing van andere investeringen door klimaatinvesteringen.,Economisch,"Het verhogen van klimaatinvesteringen kan ertoe leiden dat er verdringing optreedt van andere type investeringen, oftewel crowding-out."
cpb,13,De energietransitie kan leiden tot een tekort aan arbeidskrachten.,Sociaal & Maatschappelijk,"Bedrijven ondervinden wel belemmeringen bij hun klimaatinvesteringen, zoals hoge omschakelkosten, een tekort aan arbeidskrachten en beperkingen in het netwerk."
cpb,13,Er zijn aanzienlijke klimaatinvesteringen nodig om nettonuluitstoot te realiseren.,Ecologisch,Er staan nog aanzienlijke klimaatinvesteringen op de agenda om de nettonuluitstoot te verwezenlijken.
cpb,13,Klimaatdoelen worden mogelijk niet behaald.,Sociaal & Maatschappelijk,"Een kanttekening voor Nederland is dat het erop lijkt dat de klimaatdoelen niet behaald worden, waardoor mogelijk aanvullend beleid wordt gevoerd om klimaatinvesteringen aan te jagen."
cpb,13,De kosten van het energiesysteem zullen stijgen tot en met 2040.,Economisch,De verwachting is grofweg dat de kosten van het energiesysteem zullen stijgen tot en met 2040 en daarna zullen dalen.
cpb,13,De investeringsvraag neemt af bij een hogere rente.,Economisch,De investeringsvraag neemt daarom af bij een hogere rente.
cpb,13,De druk op niet-klimaatgerelateerde investeringen door hogere rentekosten.,Economisch,heeft een drukkende werking op de nietklimaatgerelateerde investeringen die bedrijven willen doen.
cpb,13,De afhankelijkheid van binnenlandse huishoudens voor financiering van de energietransitie.,Economisch,overschat onze analyse op dit vlak hoe afhankelijk bedrijven en overheden zijn van binnenlandse huishoudens voor financiering van de transitie.
cpb,14,Een stijgend percentage van de bevolking leeft in armoede.,Sociaal & Maatschappelijk,Het aandeel personen in armoede is te berekenen door het aantal personen in arme huishoudens te delen door de totale bevolking.
cpb,14,De armoedegrens is afhankelijk van werkelijke uitgaven aan basisbehoeften.,Economisch,De armoedegrens is gebaseerd op de minimumvoorbeeldbegrotingen van het Nibud; dit is een samenstelling van uitgaven die minimaal nodig zijn om in de samenleving mee te doen.
cpb,14,Stijgende uitgaven aan energie door huishoudens.,Economisch,De uitgaven aan gas en elektriciteit worden op huishoudniveau berekend aan de hand van het verbruik.
cpb,14,Veranderingen in zorgverzekeringspremies en uitgaven onder eigen risico.,Gezondheid,"Mimosi rekent met een gemiddelde basiszorgverzekeringspremie voor iedereen en uitgaven onder het eigen risico uitgesplitst naar geslacht, leeftijd en type uitkering."
cpb,14,Niet-gebruik van toeslagen door huishoudens die hier recht op hebben.,Sociaal & Maatschappelijk,"Er zijn huishoudens die een toeslag niet aanvragen, maar hier wel recht op hebben (niet-gebruik)."
cpb,14,De armoedepercentages in Nederland zijn niet volledig accuraat door de binaire indicator die gebruikt wordt.,Sociaal & Maatschappelijk,De armoededefinitie gaat uit van een zogeheten binaire indicator: een huishouden leeft wel of niet in armoede.
cpb,14,Demografische ontwikkelingen die invloed hebben op de armoederaming.,Sociaal & Maatschappelijk,In de armoederaming worden demografische en sociaaleconomische ontwikkelingen op macroniveau meegenomen.
cpb,16,Minder succesvolle doorstudeerpogingen bij studenten met lage inkomens.,Sociaal & Maatschappelijk,het aandeel doorstudeerders is echter relatief fors.
cpb,16,Lagere succespercentages voor studenten met een migratieachtergrond.,Sociaal & Maatschappelijk,Verder valt op dat succespercentages lager liggen voor de groep met een migratieachtergrond.
cpb,16,Daling in het aandeel doorstudeerders na mbo-3-diploma.,Sociaal & Maatschappelijk,De daling vanaf 2015 in het aandeel doorstudeerders na een mbo-3-diploma lijkt te komen doordat verschillende groepen studenten direct naar mbo-4 gaan.
cpb,16,Er bestaan aanzienlijke verschillen in doorstuderen tussen verschillende mbo-instellingen.,Sociaal & Maatschappelijk,Er bestaan eveneens aanzienlijke verschillen in doorstuderen tussen verschillende mbo-instellingen.
cpb,16,Daling van het aantal mbo-2 diploma's.,Sociaal & Maatschappelijk,het aantal mbo-2-diploma’s juist daalde.
cpb,16,Daling van het doorstudeerpercentage bij mbo-3.,Sociaal & Maatschappelijk,de daling is nog veel sterker zichtbaar bij mbo-3.
cpb,16,Beperkte toegang tot mbo-onderwijs voor bepaalde groepen.,Sociaal & Maatschappelijk,In ons onderzoek nemen we alleen mbo-gediplomeerden mee van wie we een inschrijving in het voortgezet onderwijs waarnemen.
cpb,16,De introductie van het leenstelsel heeft geleid tot een daling van het aandeel doorstudeerders.,Economisch,"In 2015/’16 is voor het hoger onderwijs het leenstelsel ingevoerd, waarbij de basisbeurs vervangen is door een (verruimde) leenvoorziening."
cpb,16,Onbekendheid van de aanvullende beurs.,Sociaal & Maatschappelijk,De onbekendheid van de aanvullende beurs blijkt bijvoorbeeld uit het aanzienlijke aandeel niet-gebruik.
cpb,16,Onvoldoende aansluiting tussen onderwijs en arbeidsmarkt.,Sociaal & Maatschappelijk,"Dit betreft de laatst waargenomen vo-inschrijving, gegeven het eerst behaalde mbo-diploma."
cpb,17,Verhoging van collectieve zorguitgaven door verlaging van het eigen risico.,Economisch,Bij een verlaging van het eigen risico hoeven mensen minder zorg zelf te betalen. Hierdoor is er een verschuiving van private betalingen naar collectieve uitgaven.
cpb,17,Toename van zorggebruik door lagere financiële drempel.,Gezondheid,"Bij een verlaging van het eigen risico, neemt de drempel om (meer) zorg te vragen af."
cpb,17,Onzekerheid over de verwerking van toegenomen zorgvraag door zorgaanbod.,Gezondheid,Het is echter onzeker of het zorgaanbod de toename in vraag naar zorg al in het ingangsjaar kan verwerken.
cpb,17,Tegengestelde effecten van financieringsschuif en gedragseffect op zorguitgaven.,Economisch,Het gedragseffect resulteert in een afname van de collectieve zorguitgaven en de financieringsschuif zorgt voor een toename van de collectieve zorguitgaven.
cpb,17,Verhoogde private betalingen door afschaffing van de maximale eigen bijdrage per behandeling.,Economisch,Het afschaffen van de maximale eigen bijdrage per behandeling zorgt voor een toename van private betalingen; mensen gaan gemiddeld meer eigen risico betalen.
cpb,17,Verandering in opbrengst eigen betalingen door financieringsschuif.,Economisch,"w.v. verandering opbrengst eigen betalingen (financieringsschuif) 1,9 1,9"
cpb,18,Daling van de arbeidsproductiviteit in de marktsector.,Economisch,"De arbeidsproductiviteit in de marktsector daalde in 2023 met 1,4%."
cpb,18,Negatieve bijdrage van de gaswinning aan de productiviteitsgroei.,Economisch,"De uitfasering van de gaswinning sinds 2014 heeft de jaarlijkse productiviteitsgroei met gemiddeld 0,3%-punt gedrukt."
cpb,18,Vertraging van de productiviteitsgroei in Nederland.,Economisch,the Netherlands is suffering from a slowdown in productivity growth.
cpb,18,Toenemende productiviteitskloof tussen bedrijven.,Economisch,Het productiviteitsverschil tussen de 10% meest productieve bedrijven en minder productieve bedrijven nam in 2021 toe.
cpb,18,De afname van de productiviteit van onderzoekers.,Economisch,the productivity of researchers has fallen sharply.
cpb,18,De beperkte groei van de R&D-sector.,Economisch,a slowdown in employment growth in R&D is already observed.
cpb,18,De verslechtering van kennisdiffusie.,Economisch,The deterioration in knowledge diffusion might be related to the increasing importance of intangible capital.
cpb,18,De trend naar minder competitieve markten.,Economisch,lower productivity growth is associated with the trend towards less competitive markets.
cpb,18,Verminderde bedrijfsdynamiek in Nederland.,Economisch,Freeman et al. (2021) show that business dynamism in the Netherlands is slowing down.
cpb,18,De impact van de Covid-crisis op de macro-economische productiviteit.,Economisch,a substantial decrease in macroeconomic productivity
cpb,18,De afhankelijkheid van export kan leiden tot kwetsbaarheid in de economie.,Economisch,"Policies affecting exports and exporters have broader impacts, influencing not just the export sector but the wider economy."
cpb,18,De productiviteit van niet-exporterende bedrijven kan achterblijven.,Economisch,Examining non-export-connected firms will provide insights into their role in the economy.
cpb,18,De afname van dynamiek in de economie beïnvloedt allocatieve efficiëntie.,Economisch,"Declining dynamism, allocative efficiency, and the productivity slowdown"
cpb,18,De internationale handel beïnvloedt de productiviteit van binnenlandse bedrijven.,Economisch,Productivity effects of internationalisation through the domestic supply chain
cpb,20,Verlies van inkomen door werkloosheid.,Economisch,job loss
cpb,20,Verlies van inkomen door arbeidsongeschiktheid.,Gezondheid,disability
cpb,20,Verlies van inkomen door gezondheidsproblemen.,Gezondheid,health shocks
cpb,20,Verlies van inkomen door echtscheiding.,Sociaal & Maatschappelijk,divorce
cpb,20,Verlies van inkomen door overlijden van een partner.,Sociaal & Maatschappelijk,spousal death
cpb,20,Onvoldoende bescherming voor kwetsbare groepen tegen negatieve levensgebeurtenissen.,Sociaal & Maatschappelijk,certain groups of the population are relatively less protected against adverse life events
cpb,20,Verlies van sociale zekerheid door werkloosheid.,Sociaal & Maatschappelijk,eligibility to unemployment benefits in the Netherlands requires that individuals lost their job beyond their own fault
cpb,20,Hoge non-take-up rates van sociale verzekeringen.,Sociaal & Maatschappelijk,Recent research shows that the non-take-up of social insurance is substantial.
cpb,20,De afhankelijkheid van sociale bijstand kan leiden tot een afname van de werkparticipatie.,Sociaal & Maatschappelijk,a strong work incentive is introduced.
cpb,20,Daling van het primaire inkomen door werkloosheid.,Economisch,a very large drop in primary income in the short run (-60% in t+1 compared to pre-event disposable income).
cpb,20,Daling van het inkomen door gezondheidsproblemen.,Gezondheid,"a progressive decline in individual income, which is accentuated at the time of the event."
cpb,20,De rol van de overheid in het bieden van sociale zekerheid is cruciaal voor het inkomen na negatieve levensgebeurtenissen.,Economisch,the tax and benefits system reduces the differences between events by providing relatively more insurance when the direct effect of event is relatively more important
cpb,20,De impact van negatieve levensgebeurtenissen op het inkomen is ongelijk verdeeld.,Economisch,the wide range of direct effect on primary income is largely reduced by benefits and taxes
cpb,20,De complexiteit van het sociale zekerheidsstelsel kan leiden tot verwarring en onterecht niet-gebruik van uitkeringen.,Sociaal & Maatschappelijk,the complex interaction between the direct negative effect of adverse event on individuals’ labour supply.
cpb,21,Verhoogde reistijden door het elimineren van fietsen.,Sociaal & Maatschappelijk,"Eliminating cycling increases commuting times and distances by 14% and 30%, respectively."
cpb,21,Verhoogde verkeerscongestie door het elimineren van fietsen.,Sociaal & Maatschappelijk,exacerbates car congestion
cpb,21,Verminderde welzijn van werknemers door het elimineren van fietsen.,Sociaal & Maatschappelijk,results in a significant reduction in worker welfare.
cpb,21,Verlies van fietsinfrastructuur door het verwijderen van speciale fietspaden.,Sociaal & Maatschappelijk,"removing dedicated cycleways leads to similar, though less pronounced, changes in the spatial economy."
cpb,21,Verlies van economische efficiëntie door onbenutte transportcapaciteit.,Economisch,transport infrastructure is denoted by 𝜄𝑖
cpb,21,Verlies van werkgelegenheid door inefficiënte transportinfrastructuur.,Economisch,commuting to work is costly
cpb,21,Verhoogde stress en ontevredenheid bij werknemers door lange reistijden.,Gezondheid,generalised commuting time
cpb,21,Beperkte keuzevrijheid in woon-werkverkeer door infrastructuur.,Sociaal & Maatschappelijk,choose a location pair
cpb,21,Congestie-externaliteiten in het verkeer.,Sociaal & Maatschappelijk,"We also estimate the congestion externality parameters, 𝜆1 and 𝜆2, based on the structure of the model."
cpb,21,Afhankelijkheid van specifieke woon-werk locaties.,Economisch,the probability of choosing a location pair 𝑖𝑗
cpb,21,Verlies van welzijn door veranderingen in de utiliteit.,Sociaal & Maatschappelijk,"Welfare level, Δ ¯𝑤, can be derived from the ratio of expected utilities"
