Source,Filename,Bedreiging,Categorie,Citaat
tno,9,Onzekerheid over de beschikbaarheid van recyclingcapaciteit voor GRE-componenten.,Ecologisch,"""...recycling capacity for geothermal GRE components will be available within 10 years well before the decommissioning of the first built composite geothermal systems."""
tno,9,Strengere regelgeving omtrent het gebruik van chemicaliën in geothermische systemen.,Ecologisch,"this approach is under scrutiny, possibly resulting in upcoming stricter regulations."
tno,9,Onvoldoende veiligheid van composietmaterialen in geothermische systemen.,Geopolitiek & militair,...where explosion and strength safety play a dominant role...
tno,9,Beperkingen in standaardisatie van composietleidingen.,Technologisch & digitaal,Currently no standardization and relatively expensive connection methods.
tno,9,Hogere kosten voor composiet systemen in vergelijking met metalen systemen.,Economisch,CAPEX for full composite tubulars ~ 1.5 to 3X that of metal (e.g. L80).
tno,9,De levensduur van traditionele systemen is aanzienlijk korter dan die van composietsystemen.,Gezondheid,longevity is expected to increase from 10 years for a conventional system to 30 years for a composite system.
tno,60,Onzekerheid over de invloed van peilverandering op het grondwater.,Ecologisch,Ondanks alle zorgvuldigheid blijven dit verwachtingen en is er geen zekerheid dat de invloed van de peilverandering in de moerasblokken op het grondwater in de omgeving overal exact zo uitpakt als voorspeld.
tno,61,Onvoldoende kennis over de teelt en het gebruik van algen in Europa.,Ecologisch,knowledge gaps remain on algae cultivation and utilisation in Europe
tno,61,Beperkingen op de teelt van algen.,Ecologisch,key constraints on algae cultivation
tno,61,Hoge kosten en uitstoot van broeikasgassen van verschillende algentechnologieën.,Economisch,costs and greenhouse gas (GHG) emissions of different algae production technologies
tno,61,Concurrentie van algenproductie met landgebonden gewassen zoals soja.,Economisch,How do they compare with the costs and GHG emissions of land-based crops (e.g. soya)
tno,61,Onzekerheid over de totale biomassa productie van algen in Europa.,Ecologisch,potential total algae biomass production in Europe
tno,61,Behoefte aan aanvullende onderzoek naar algenproductie.,Ecologisch,Follow-up research is required in particular on: additional macro- and microalgae species
tno,61,Beperkingen in de voedingswaarde van algen voor dieren.,Gezondheid,improvement of nutritional value (e.g. digestibility and assimilation) of cultivable algae for animals
tno,61,De stijgende wereldwijde vraag naar voedsel.,Sociaal & Maatschappelijk,The global demand for food is rising.
tno,61,Variaties in voedingswaarden van algen tussen verschillende soorten.,Gezondheid,Available evidence shows large variations in algae composition between algae species for both micro- and macroalgae.
tno,61,Hoge kosten van microalgenproductiesystemen.,Economisch,"On average, microalgae cultivation systems tend to have higher total costs than macroalgae ones."
tno,61,Hoge droogkosten voor macroalgen.,Economisch,"On average, reported drying costs for macroalgae are higher than for microalgae."
tno,61,Emissies van broeikasgassen door algenproductie.,Ecologisch,algae cultivation contributes to the emission of GHG emission.
tno,61,Lage CO2-fixatie-efficiëntie in open systemen.,Ecologisch,open systems (raceway ponds) have a relatively low fixation efficiency (30%) compared to closed systems (60%).
tno,61,Hoge variabiliteit van de totale koolstofvoetafdruk van algen.,Ecologisch,Evidence on the total carbon footprint shows a highly variable footprint for both microalgae and macroalgae.
tno,61,Beperkte effectiviteit van koolstofkredietverkoop voor economische levensvatbaarheid.,Economisch,"revenues from credit sales will always be marginal, as the amount of carbon captured by algae is very low."
tno,61,Concurrentie van soja als eiwitbron.,Economisch,"Today, algae feed is far from being competitive with soybeans meal which price was EUR 0.92/kg of crude protein in 2021."
tno,61,Beperkte beschikbaarheid van geschikte landoppervlakte voor algenproductie.,Ecologisch,"the potentially convertible land area to algae production in Europe is estimated at 106,960 km[2]."
tno,61,Hoge CO2-uitstoot in de EU.,Ecologisch,160 million to 719 million ton of CO2 per year (which represents between 7% and 30% of the total CO2 emissions in the EU-27 in 2020).
tno,61,Hoge stikstofinvoer in Europese zeeën.,Ecologisch,representing between 16% and 70% of the total annual nitrogen input from agriculture to the European Regional seas.
tno,61,Risico op hoge concentraties van kritische mineralen in diervoeding.,Gezondheid,high to very high concentrations of iodine restricting the allowed inclusion rate in animal diets.
tno,61,Onzekerheid over de voedingswaarde van algen voor dieren.,Gezondheid,No data could be found on the nutritional value of Dunaliella sp. and Nannochloropsis sp. for any of the animal species.
tno,61,Onvoldoende kennis over de teelt van algen in Europa.,Sociaal & Maatschappelijk,les connaissances sur la culture et l'utilisation des algues restent incomplètes.
tno,61,Onzekerheid over de maximale dieet-inclusiepercentages van algen.,Gezondheid,Estimates for achievable recommended maximal dietary inclusion rates for different animal categories without compromising productivity or health have high uncertainty.
tno,61,Risico op negatieve effecten op de dierenprestaties door algen.,Gezondheid,"However, as it does not have nutritional value as such, considering its inclusion in the actual feed of monogastric and ruminant animals is not appropriate."
tno,61,De productie van algues heeft een hoge kostprijs door de benodigde investeringen en operationele kosten.,Economisch,Les systèmes de culture des microalgues ont généralement des coûts totaux plus élevés que ceux des macroalgues.
tno,61,Er zijn grote variaties in de voedingswaarde van verschillende algensoorten.,Gezondheid,Les données disponibles montrent de grandes variations dans la composition d’algues de différentes espèces tant pour les microalgues que pour les macroalgues.
tno,61,De productie van macroalgues heeft een lager rendement in vergelijking met microalgues.,Gezondheid,le rendement nutritionnel est inférieur à celui des microalgues.
tno,61,De productie van algues kan leiden tot significante CO2-emissies.,Ecologisch,"la culture d'algues émet du CO2, que ce soit par les émissions liées aux opérations directes."
tno,61,"Er is een gebrek aan gegevens over de kosten van algencultuur, wat leidt tot onzekerheid in de sector.",Economisch,"les informations sur le coût des algues cultivées sont rares, avec de nombreux points de données manquants."
tno,61,De afhankelijkheid van energie voor de productie van algues kan leiden tot hogere kosten.,Economisch,les besoins élevés en main-d'œuvre et en électricité.
tno,61,De noodzaak om algues onmiddellijk na de oogst te gebruiken of te stabiliseren kan leiden tot kwaliteitsverlies.,Gezondheid,Les algues ont une forte teneur en eau et doivent être utilisées immédiatement après la récolte ou stabilisées par séchage.
tno,61,De efficiëntie van CO2-fixatie in open systemen is relatief laag.,Ecologisch,l'efficacité de fixation du CO2... est un indicateur du potentiel des algues à capturer du CO2
tno,61,De totale koolstofvoetafdruk van de productie van microalgen is hoger dan die van macroalgen.,Ecologisch,"l'empreinte carbone totale est très variable, tant pour les microalgues que pour les macroalgues, mais plus élevée pour les microalgues"
tno,61,De netto koolstofvoetafdruk van algenteelt varieert sterk.,Ecologisch,L'empreinte carbone nette de ce système varie de -739 à 3131 kg CO2 /tonne de matière sèche
tno,61,De verkoop van koolstofkredieten genereert mogelijk onvoldoende inkomsten voor algproducenten.,Economisch,les revenus provenant de la vente de crédits carbone seront toujours négligeables
tno,61,De prijs van algal feeds is niet competitief ten opzichte van soja.,Economisch,les aliments pour algues sont aujourd’hui loin d'être compétitifs par rapport au tourteau de soja
tno,61,De productiecapaciteit van algen in Europa is afhankelijk van verschillende factoren.,Ecologisch,la superficie potentiellement convertible pour la production d'algues en Europe est estimée à 106 960 km
tno,61,De opname van kritische mineralen in algen kan gezondheidsrisico's met zich meebrengen.,Gezondheid,plusieurs des espèces de macroalgues étudiées accumulent des minéraux critiques à des niveaux dépassant les valeurs limites fixées par l'Autorité européenne de sécurité des aliments
tno,61,De aanwezigheid van hoge concentraties van kritische mineralen kan de prestaties van dieren negatief beïnvloeden.,Gezondheid,une teneur élevée en minéraux critiques présente un risque pour la santé humaine et peut avoir un impact négatif sur les performances des animaux
tno,61,De integratie van bepaalde algen in diëten kan de methaanuitstoot van runderen verminderen.,Ecologisch,L’intégration de cette algue dans la ration animale entrainerait ainsi une réduction du méthane de 30 % à 50-75 % chez les bovins
tno,61,Onvoldoende kennis over de samenstelling van algen.,Gezondheid,"En outre, les méthodes standard d'analyse de la composition des aliments sont peu adaptées aux algues, en raison du manque de connaissances sur les différents carbohydrates présents dans les algues et sur leur digestibilité."
tno,61,Hoge kosten van de teelt van algen.,Economisch,3.2 Algae cultivation costs
tno,61,Onzekerheid over de milieu-impact van algenproductie.,Ecologisch,Uncertainties and limitations
tno,61,Beperkingen in de beschikbaarheid van water voor algenproductie.,Ecologisch,Potential nutrient uptake and water limitations
tno,61,Onzekerheid over de effectiviteit van algen als diervoeder.,Gezondheid,La préférence des animaux pour d'autres aliments indique toutefois une faible appétence.
tno,61,De productie van algen kan leiden tot hoge kosten.,Economisch,What are the costs of different types of algae production technologies?
tno,61,De productie van algen kan bijdragen aan de uitstoot van broeikasgassen.,Ecologisch,What are the greenhouse gas emissions of different types of algae production technologies?
tno,61,De concurrentiepositie van algenproductie kan variëren onder verschillende omstandigheden.,Economisch,Under which conditions would algae production be competitive?
tno,61,De totale algenproductie in Europa kan variëren.,Ecologisch,What could be the potential total algae production in Europe and What will be the resulting carbon dioxide captured?
tno,61,De voedingsbehoeften van dieren kunnen gedeeltelijk worden vervuld door algenproductie.,Sociaal & Maatschappelijk,Which share of animal’s feed requirements could be met by algae production?
tno,61,De productie van algen kan leiden tot verhoogde kosten en emissies van broeikasgassen.,Economisch,What are the costs and greenhouse gas (GHG) emissions of different types of algae production technologies?
tno,61,De afhankelijkheid van verschillende productietechnologieën kan de duurzaamheid van algenproductie beïnvloeden.,Ecologisch,how does it depend on the types of algae and the production technologies applied in marine or land-based cultivation systems?
tno,61,Onvoldoende kennis over de kosten en emissies van algenproductie.,Economisch,"challenges, and constraints to cultivation/large-scale development, that can support consecutive tasks."
tno,61,Beperkingen in de productiecapaciteit van algen.,Economisch,the potential total algae production in Europe?
tno,61,Afhankelijkheid van geavanceerde technologieën voor algenproductie.,Technologisch & digitaal,Closed cultivation system designed for growing photoautotrophic organisms using artificial light sources or solar light.
tno,61,Beperkingen in de beschikbaarheid van land voor algenproductie.,Ecologisch,georeferenced data to estimate land-based algae production potential.
tno,61,Risico's verbonden aan de variabiliteit van algenproductie.,Ecologisch,"production volume, size, location, and species vary significantly between different combinations of cultivation method/species."
tno,61,Afhankelijkheid van wilde oogst van zeewier.,Economisch,"68% of European macroalgae producers rely on wild harvested seaweeds, constituting more than 99% of the seaweeds produced."
tno,61,Beperkte beschikbaarheid van zeewier door wild oogsten.,Economisch,the bulk of Palmaria palmata biomass on the market derive from wild harvest.
tno,61,Invasieve soorten in Europese wateren.,Ecologisch,"certain Gracilaria species are considered invasive, and thus only closed land-based systems with focus on biosecurity can apply in these cases."
tno,61,Afhankelijkheid van niet-inheemse zeewier soorten.,Ecologisch,Both species are introduced non-indigenous species in Europe.
tno,61,Verschillen in regelgeving tussen de EU en China voor zeewierproductie.,Geopolitiek & militair,The regulatory framework for seaweed cultivation in China is also not comparable to the EU frameworks.
tno,61,Klimaatimpact van landbouw door methaanproductie.,Ecologisch,Asparagopsis sp. showed potential to significantly reduce the ruminal methane production in cattle.
tno,61,Beperkte kennis over zeewierproductie in China.,Technologisch & digitaal,valuable knowledge may be extracted on cultivation technology and impacts of cultivation in industrial scale.
tno,61,Afhankelijkheid van specifieke microalgen voor voedselproductie.,Economisch,Nannochloropsis can store up to 60% lipids in the form of triacylglycerols (TAG) and the ω-3 long-chain polyunsaturated fatty acid (PUFA) and eicosapentaenoic acid (EPA).
tno,61,Risico op contaminatie bij de teelt van microalgen.,Gezondheid,Nannochloropsis is cultivated in photobioreactors to avoid contamination.
tno,61,Beperkte productiecapaciteit van microalgen in Europa.,Economisch,"In Europe, 25 companies produce 21 tonnes of Nannochloropsis annually."
tno,61,Afhankelijkheid van synthetische astaxanthin in de markt.,Gezondheid,99% of the astaxanthin on the market is chemically synthetised.
tno,61,Concurrentie van internationale producenten van microalgen.,Geopolitiek & militair,"The major producers of Dunaliella sp., mainly for beta-carotene, where located in Israel, China, United States, and Australia."
tno,61,Beperkte diversiteit in microalgenproductie.,Economisch,Chlorella sp. production was estimated at 2000 tonne dw/yr by 70 producers in 2003.
tno,61,Afhankelijkheid van specifieke teeltmethoden voor microalgen.,Ecologisch,Cultivation requires fresh water and CO2.
tno,61,Risico op schommelingen in de beschikbaarheid van microalgen.,Ecologisch,"Cultivation requires high salinity water (less risk of contamination), high light intensity and CO2."
tno,61,Onvoldoende gegevens voor herberekeningen van voedingswaarden.,Gezondheid,"cases where values were missing to recalculate to standardised units, assumptions were made regarding dry matter (DM) content"
tno,61,Beperkte voedingsopbrengst van macroalgen in kustsystemen.,Gezondheid,the nutritional yield of macroalgae produced in coastal systems was markedly higher than the nutritional yield of macroalgae produced in land-based systems
tno,61,Hoge concentraties van kritische mineralen in algen kunnen schadelijk zijn.,Gezondheid,a high concentration is not positive and may be limiting for the inclusion of algae in feed
tno,61,Variabiliteit in samenstelling van macroalgen door groeiomstandigheden.,Ecologisch,"Growth conditions (light, nutrient availability, temperature, salinity), species, ecotype and life cycle, to a large extent determine the macroalgae growth rate and specific composition"
tno,61,Overschrijding van limietwaarden voor kritische mineralen in voedsel en diervoeder.,Gezondheid,"the ability of algae to accumulate critical minerals, which for some species may be exceeding limit values in existing food and feed regulations"
tno,61,Laag vetgehalte in macroalgen kan de voedingswaarde beperken.,Gezondheid,the lipid content in macroalgae is generally very low – less than 1-5% of DM
tno,61,De aanwezigheid van zware metalen in macroalgen kan schadelijk zijn voor voedseltoepassingen.,Gezondheid,the contents of Arsenic and Iodine can be limiting for applications of certain brown algae for food and feed purposes
tno,61,De variabiliteit in de samenstelling van macroalgen kan leiden tot inconsistentie in voedingswaarde.,Gezondheid,"a large variation in composition was observed, with the largest variation observed in the lipid content"
tno,61,De afhankelijkheid van specifieke groeiomstandigheden voor microalgen kan de productie beïnvloeden.,Economisch,"Growth conditions such as nutrient limitation, temperature and light intensity significantly influence the growth rate and chemical composition of every microalgae strain"
tno,61,De hoge productiekosten van microalgen kunnen de commerciële toepassing belemmeren.,Economisch,despite high production costs
tno,61,De noodzaak om visvoer te verrijken met algen kan de voedselvoorziening beïnvloeden.,Gezondheid,the only way to enrich these compounds in fish is by accumulating them in a proper algal paste and incorporate them in the fish feed
tno,61,De variabiliteit in de samenstelling van microalgen kan de effectiviteit van voedingssupplementen beïnvloeden.,Gezondheid,the functionality of microalgal carbohydrates in food products is not restricted to their health attributes
tno,61,De variabiliteit in de chemische samenstelling van microalgen kan leiden tot inconsistentie in productkwaliteit.,Economisch,"The chemical composition of microalgae varies with species, classes, and growing conditions with high variance even within day and night."
tno,61,De afhankelijkheid van commerciële meststoffen voor de groei van microalgen kan leiden tot economische kwetsbaarheid.,Economisch,"For microalgae, nutrients are generally added as commercial fertilizer."
tno,61,De accumulatie van ongewenste mineralen in macroalgen kan gezondheidsrisico's met zich meebrengen.,Gezondheid,"the concerns for Iodine, Sr, Hg, etc., that play a role in some macroalgae are far less in microalgae."
tno,61,De variatie in de eiwitinhoud van microalgen kan de voedingswaarde van producten beïnvloeden.,Gezondheid,the amount of protein can vary with around 20%-points between the optimistic and conservative scenarios.
tno,61,De afhankelijkheid van specifieke algen zoals Haematococcus pluvialis voor waardevolle componenten kan leiden tot schaarste.,Economisch,_Haematococcus can accumulate up to 5% of astaxanthin and is considered the best_ natural source of this high-value carotenoid.
tno,61,De beperkte literatuur over de integratie van CO2-bronnen en algenboerderijen kan leiden tot inefficiëntie in koolstofvastlegging.,Ecologisch,the assessment of the CO2 fixation efficiency at industrial scale is a subject that is largely underexposed and for which explicit literature is scarce.
tno,61,De concentratie van atmosferische CO2 is te laag voor hoge microalgen groei.,Ecologisch,Atmospheric CO2 levels [0.0387% (v/v)] are not sufficient to support high microalgal growth rates and productivity due to mass transfer limitations.
tno,61,"Industriële uitlaatgassen bevatten tot 15% CO2, wat schadelijk kan zijn voor microalgen.",Ecologisch,"Industrial exhaust gases such as flue gas contain up to 15 % (v/v) CO2, which can be potentially poisonous (inhibiting) to some microalgae."
tno,61,De pH van het cultuurmedium moet binnen een bepaald bereik worden gecontroleerd.,Ecologisch,"CO2 enrichment reduces the pH of the culture medium, and thus, the CO2 addition/pH needs to be controlled by within a certain range in order to optimize growth."
tno,61,Direct contact van uitlaatgassen met het groeimedium vereist een grote scrubber.,Economisch,Direct contact of flue gas and growth medium requires a large scrubber and has higher estimated costs than an amine capture system.
tno,61,CO2-vangst en -opslag vereisen aanzienlijke energie-invoer.,Economisch,CO2 capture and optional liquefaction are associated with significant energy demand.
tno,61,De opslag van CO2 door compressie of vloeibaarheid vereist extra energie-invoer en kosten.,Economisch,Liquification of CO2 to cryogenic conditions is however associated with additional energy demand and costs.
tno,61,De variabiliteit van CO2-bronnen kan de algenproductie beïnvloeden.,Ecologisch,Both growth of algae and CO2 point source intermittency and variability will differ with the source type.
tno,61,De CO2-opname-efficiëntie varieert sterk tussen verschillende systemen.,Ecologisch,CO2 fixation rates vary significantly.
tno,61,Onvoldoende CO2-fixatie in open systemen.,Ecologisch,"In open systems (raceway ponds), lots of the CO2 supplied is lost to the atmosphere."
tno,61,Seizoensgebonden variatie in algengroei.,Ecologisch,this does not take into account mismatch between seasonal variation in algae growth.
tno,61,Overestimatie van gegevens voor hoge breedtegraden.,Ecologisch,the data used could be overestimated.
tno,61,Afhankelijkheid van fossiele CO2 in de atmosfeer.,Ecologisch,all the CO2 used (100%) originates from the excess fossil CO2 in the atmosphere.
tno,61,Onvoldoende bronnen van N en P voor algenteelt.,Ecologisch,unexplored sources of N and P from either industrial wastewater or emission to natural waters from agricultural land.
tno,61,Beperkte deelname van respondenten uit verschillende landen.,Sociaal & Maatschappelijk,The total number of respondents was 35. The respondents represented 13 European countries.
tno,61,Onzekerheid over productiekosten en opbrengsten van algen.,Economisch,the respondents describe the total annual production of Saccharina_latissima to be 344 tons DM/y.
tno,61,Hoge productiekosten voor microalgen.,Economisch,"high cost was indicated as the main challenge to production, up-scaling, and market of Saccharina cultivated on ropes"
tno,61,Regelgeving als uitdaging voor de productie van microalgen.,Sociaal & Maatschappelijk,"regulations was more often indicated as a challenge faced in production and scaling up of Nannochloropsis, Spirulina and Ulva"
tno,61,Klimaatuitdagingen voor de productie van Ulva.,Ecologisch,Climate was indicated as a challenge to the production and post-harvest processing of Ulva on ropes
tno,61,Technologische uitdagingen voor de productie van microalgen.,Technologisch & digitaal,Technology was indicated as a challenge for production and upscaling of Chlorella and for production of Ulva on ropes
tno,61,Gebrek aan sociale acceptatie van microalgenproductie.,Sociaal & Maatschappelijk,social awareness and acceptance was commonly indicated as a challenge in the microalgae production chains
tno,61,Behoefte aan partnerschappen en financiële middelen voor microalgenproductie.,Economisch,"partnerships, access to financial resources and knowledge gaps were pointed out as challenges in single cases in the microalgae production"
tno,61,De afhankelijkheid van specifieke algensoorten voor voedselproductie.,Economisch,"The suggested macroalgae should primarily address markets for food, agar and bio-stimulants."
tno,61,De noodzaak voor gecontroleerde teeltomgevingen voor algen.,Ecologisch,on-land cultivation of seaweeds secure controlled environment and high-quality biomass.
tno,61,De impact van klimaatverandering op algenteelt.,Ecologisch,heterotrophic production and fermentation was suggested as also contributing to climate change mitigation.
tno,61,De onzekerheid over de effectiviteit van fotobioreactoren voor CO2-reductie.,Technologisch & digitaal,Photobioreactors will not serve the purpose of reducing CO2 from atmosphere.
tno,61,De noodzaak voor nieuwe teelttechnologieën voor algen.,Technologisch & digitaal,a future development of seeding technologies is recommended.
tno,61,De controversiële exploitatie van invasieve algensoorten.,Sociaal & Maatschappelijk,"Increased exploitation of invasive species such as Sargassum is suggested, but this may be controversial due to EU and national regulations."
tno,61,De afhankelijkheid van aquacultuur voor voedselsystemen.,Economisch,the suggested microalgae should primarily address markets within aquaculture feed.
tno,61,De noodzaak voor innovatieve oogsttechnologieën voor microalgen.,Technologisch & digitaal,developing microalgae harvesting via ultra- or micro-filtration in order to recover and reuse as much water as possible.
tno,61,Er is een gebrek aan levenscyclusanalyses om de werkelijke klimaatimpact van algenproductie en toepassingen te documenteren.,Ecologisch,More Life Cycle Assessment studies are needed to document the true climate impact of algae production and applications.
tno,61,De bestaande procedure en kosten voor de certificering van nieuwe voedingsmiddelen zijn beperkend voor start-ups en nieuwe ideeën.,Economisch,The existing process and price for novel food certification is prohibitive for start-ups and new ideas.
tno,61,Er is een gebrek aan ondernemers die zich richten op de marketing van algenproducten.,Sociaal & Maatschappelijk,there is (yet) a lack of entrepreneurs who dedicate themselves to the marketing of the products strategies to target one or more customer groups.
tno,61,"De technische mogelijkheden voor effectieve en kostenefficiënte micro- en macroalgenkweek zijn beschikbaar, maar er is geen significante markt in de EU voor de geproduceerde biomassa.",Economisch,a significant market in EU for the biomass produced in this way is not present.
tno,61,Er is veel concurrentie met Aziatische fabrikanten in de markten voor microalgenvoedsel.,Economisch,There is a lot of competition with Asian manufacturers.
tno,61,De schaalvergroting van algenproductie is essentieel voor kostenreductie en marktuitbreiding.,Economisch,Scale-up is considered to be essential for cost reduction and market expansion.
tno,61,De voordelen van algen worden vaak niet voldoende in overweging genomen bij beoordelingen.,Ecologisch,specific benefits of algae are often not sufficiently taken into account.
tno,61,De productie van macroalgen is afhankelijk van specifieke soorten en systemen.,Ecologisch,the choice of system is most often directly related to the species.
tno,61,De economische haalbaarheid van de macroalgenmarkt is beperkt.,Economisch,"the food market so far, the only economically feasible."
tno,61,Er zijn zorgen over de organische certificering van macroalgenbiomassa.,Sociaal & Maatschappelijk,the issues of organic certification of macroalgae biomass
tno,61,Er zijn bottlenecks in het verkrijgen van vergunningen voor kustcultivaties.,Sociaal & Maatschappelijk,bottlenecks in obtaining permits for coastal cultivation sites
tno,61,Er is een gebrek aan kennisuitwisseling en opleiding voor toekomstige algentelers.,Sociaal & Maatschappelijk,the need for knowledge exchange and education/training of future algae farmers/producers
tno,61,De productie van macroalgen kan niet voldoen aan de vraag door markuitdagingen.,Economisch,market challenges were described as an issue for scaling up to meet demands
tno,61,Er zijn zorgen over de kritische mineraleninhoud in macroalgen.,Gezondheid,critical mineral content (iodine and arsenic)
tno,61,De milieuvoordelen van algen worden vaak niet voldoende in overweging genomen.,Ecologisch,specific benefits algae are often not sufficiently taken into account.
tno,61,Er is een gebrek aan robuuste standaarden voor levenscyclusbeoordelingen van algenproductie.,Technologisch & digitaal,more robust standards based on life cycle assessments of the full production and utilisation of the algae.
tno,61,Onzekerheid over de productieopbrengsten van microalgen.,Economisch,"data on production yields and composition are scarce for certain species in combination with specific cultivation systems, and further, that values are highly variable between data sources"
tno,61,Beperkte geloofwaardigheid van de resultaten door variabiliteit in gegevens.,Economisch,this limits to some degree the credibility of the results
tno,61,De noodzaak voor technologische ontwikkeling in de algenteelt.,Technologisch & digitaal,there is a need for 1) technology development
tno,61,De noodzaak voor investeringen in onderzoek en ontwikkeling.,Economisch,there is a need for 2) investments for R&D and scaling up
tno,61,Verouderde EU en nationale voedsel- en voederreguleringen met betrekking tot algen.,Sociaal & Maatschappelijk,bringing EU and national food and feed regulations up to date with regards to algae being a unique and diverse group of organisms
tno,61,Variabiliteit van gegevens over de CO2-opname van teeltsystemen.,Ecologisch,taking into consideration also CO2 uptake of cultivation systems in marine areas
tno,61,De stijgende elektriciteitsprijzen beïnvloeden de operationele kosten van microalgenproductie.,Economisch,The ongoing energy crisis has resulted in increasing electricity prices.
tno,61,Hoge energiekosten beïnvloeden de financiële levensvatbaarheid van microalgenproductie.,Economisch,High energy costs will affect operational production costs and consequently the financial viability of microalgae production.
tno,61,Verschillen in energieprijzen en arbeidskosten variëren per land.,Economisch,Input prices: energy prices and labour cost vary across countries.
tno,61,De productiviteit van algen is afhankelijk van klimaatcondities.,Ecologisch,"algae growth depends on climate conditions (temperature, light) that are location dependent."
tno,61,De kosten van microalgenproductie zijn afhankelijk van de systeemconfiguratie en bioreactoropstelling.,Economisch,"System configuration and bioreactor setup: for example, light supply through LED or electricity supply using photovoltaic panels require additional investments."
tno,61,De variabiliteit in CAPEX en OPEX beïnvloedt de kostenstructuur van microalgenproductie.,Economisch,The large range in CAPEX can be explained by:...
tno,61,De afhankelijkheid van energie voor verschillende productieprocessen verhoogt de operationele kosten.,Economisch,Electricity cost is the main component of total operational cost of producing microalgae.
tno,61,Stijgende energieprijzen beïnvloeden de kosten van algenproductie.,Economisch,"With the recent increase in energy prices, the average electricity price would reach EUR 0.15 /kWh [0.07;0.37] in 2022 depending on country."
tno,61,Variaties in de kosten van algenproductie zijn aanzienlijk.,Economisch,Variations for algae cultivation costs were found to be very large.
tno,61,Onzekerheid in kostendata voor zeewierproductie door gebrek aan literatuur.,Economisch,Cost data for seaweed cultivation is scarcely reported in the open literature.
tno,61,Beperkingen in de beschikbaarheid van productiviteitsdata voor verschillende algen.,Economisch,"Given that no data was available for productivities of these species, it was also not possible to extrapolate from productivity data to get estimated costs."
tno,61,Onzekerheid in droogkosten en impact door variabelen zoals vochtigheid en energiebron.,Economisch,"Uncertainties in drying cost and impacts are in the feed material’s final desired moisture content, effect of salts on the heat of evaporation, dryer type and efficiency, and the energy source and costs thereof."
tno,61,Deterioratie van algen na oogst vereist snelle stabilisatie.,Gezondheid,"For seaweed, the deterioration is already significant after 24 hours."
tno,61,De afhankelijkheid van fossiele brandstoffen voor het drogen van macroalgen.,Economisch,The cost and/or impact of algae drying using fossil sources.
tno,61,De hoge CO2-uitstoot bij het drogen van macroalgen.,Ecologisch,The energy impact is significant for both sources with a CO2 emission of 915 and 1072 kgCO2/tondw.
tno,61,De beperkte beschikbaarheid van zonne-energie voor het drogen van macroalgen in Europa.,Ecologisch,"Sun drying is the most common method for seaweed drying, which is however primarily done in warm climates."
tno,61,De variabiliteit in droogkosten van microalgen door de initiële vochtigheidsgraad.,Economisch,The moisture content has a significant impact on the drying cost.
tno,61,De afhankelijkheid van lokale geothermische energie voor het drogen van macroalgen.,Ecologisch,Drying by use of geothermal energy is an interesting option... but dependent on the local availability of geothermal heat.
tno,61,De verlies van biomassa door de ontwatering van macroalgen voor het drogen.,Ecologisch,this comes with a loss of biomass.
